dataset,prompt_id,block,first_version_used,raw_text_committed
mlabonne_harmful_behaviors,2a1f420c503982be,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,2bcc47b06f19678f,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,37639ce821cfc7d3,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,3c78904d7b1a43f5,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,3f56ef03b19edf79,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,429b3c200496cde8,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,43981e81d6bb03f9,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,4cafd28fb149ee93,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,4ef77e90751106d8,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,4fce5875a417b7a5,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,55d0617e28dba63c,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,57019daf291ac252,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,57310332dc55093a,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,5afcd7a3d734c737,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,5c1d1634b6448cc1,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,5f26175aca166c75,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,676de45eff754814,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,6fccd2e66d1268c5,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,771c1f55e99dc39c,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,77837047412a9d3f,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,876e0375903dc5ac,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,89f3712ef6b82c4f,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,8caaa59f62657a69,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,8dcbcb1138d8c4b7,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,95444d64228fb5c9,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,958cb556a5266a3d,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,9611d761e909ed28,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,9bdd29e1896b65ef,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,a01d7eb155530f5b,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,a23b2aeb98cf3d6d,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,a45058ad7ca721e5,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,acdaa3790c56f417,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,adb090c7b817ac2a,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,b9055c884aeac404,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,bcecb54c2e8d9e84,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,bddc07330dec33db,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,c2532e3b9c1dd486,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,c6144e4192870d4f,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,c69cae41e3350d9d,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,cf0e0cd446320ff9,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,d28f9c9bd79e3616,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,d32fd6744fc6db34,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,d47736a86ab2dc09,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,d89c686bacf1657f,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,df4cf05731613f6f,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,ebaea60b7e96d232,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,ef33c854bca6cc1d,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,f5513d19c00e3191,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,f99ce60dad898b1e,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,fbe05e3847803fad,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,feb3372cb5fed51a,D_beh_confirm,V3.3.4,False
mlabonne_harmful_behaviors,0121f174f32ddeaf,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,0752fb096e254239,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,0baa51b38273cfb6,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,0faba882834d4c94,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,1d0d7f0fdc0f1ab4,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,20b81cc0f1aaedc0,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,2ab8d43a1fcc1436,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,2d2bba17430309e0,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,310ce4ccfe230c89,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,39428d89d3bfdd89,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,39a6da4d78261c5d,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,3b09190f10fc98e9,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,46e724d0e56ad3ca,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,50a19d9bcc766da7,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,593ae5892310d7b9,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,5c0947da98b4c7c8,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,622a1e648b7a4447,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,934832379c01ad4a,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,95678c543270bfa3,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,9d6fbe229c3277e7,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,9faa83f1c58f8ddb,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,b2150982c7e270ed,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,b517e67aec9c15d3,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,bfc9fdf4a897a575,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,c5597cd025beb3f5,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,d05ffbc76d8fa71a,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,e86faae59ee18986,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,f2782a3a5ea62e3d,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,f408607c0d5aea76,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,fd60481d32faedf4,D_budget_new,V3.3.4,False
mlabonne_harmful_behaviors,07145e220ba13162,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,09554f9314313466,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,0a75d1652e4b45c3,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,0fd46d992c7c3856,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,110e7e7cf81dfa9e,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,116eb9a7506e1d7c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,12e6d91fedc9f71a,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,1331b7857ff526e5,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,13eaf8ffc98c7c17,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,16485ffa6a3a5b20,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,17ca31af07cda4d4,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,18550ea6041669fd,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,1addf434cf109d8b,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,1df6546d5075aa63,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,1e0aaa9737e65d09,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,1ec8063aec61790d,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,2399bd700a195ada,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,24baa1ba8cb6807f,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,2b7b7a5dd644a39f,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,334e6f04ecde350d,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,33e83cc44233ba4c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,3893450c49d5eaba,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,3c44ff264dc930c5,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,3cb9dc163e061075,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,4140287f9e9f9e2d,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,442903eb1d36c065,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,456e763a67db55f9,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,4badc7fc620dfba4,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,4d3a88c9c4b2ce56,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,54fa2847a529a0b2,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,5a249cb91df4c7fe,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,605a949685f9a050,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,6142b5b5afeeafed,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,6235f795548b79fd,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,62ab78c3727fe475,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,631588a7db3e1289,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,6855fe9557a72d6c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,6d66f77f43a4b273,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,716727c8653a0e34,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,761f5b05a546451e,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,7a00a04c7ed7f1bf,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,7a9a756a1752fe33,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,7c86f783566f7a91,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,81e17a34a73d550f,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,842f3cf5ab1b391c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,8a241a66612e1e7f,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,8a9f2bb7c70fdf96,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,9157cb1ed385d5e1,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,92878afbd43de2b7,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,94f18a1920d3ee13,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,9c019541c596ea36,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,a00dd8300045984e,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,a17ca48f1ddf4936,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,a554caf5e909d64c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,a67cbc415f01c86c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,a6b697d77c9f85d9,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,a86f58a8f0c230b8,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,abf29c5a95afe44d,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,ac5db72aeed08e5e,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,b390ed0f4b090cf5,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,b54ecec25db1fbb5,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,b7d63b0cb905d40e,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,b808856c05ac26ba,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,b8a7c966b3ea9432,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,b8fc02d6b271052d,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,bb895dc93af2bf7b,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,c630343f813bd8ee,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,c7d15616d40cb735,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,ccae0048a478043e,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,ceefeb6dfd2774f5,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,d10cf89103054f98,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,d2c4a9b24efa6f59,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,d4fd4b573ec4e920,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,d885de2afa039b9c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,d8de85cf46500546,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,e2bb98fb5abdf60c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,e416a7cac2b82a7b,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,e5ce6bba1c9ee577,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,e5ee8a3a0749123d,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,ea600ad97c3853cc,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,ec2ff11ddd180eea,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,edab2e22229a341f,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,efaae1a392de4953,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,f0bcdb3438d5d6f5,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,f118ea4ba6a39159,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,f4147c365767e9ee,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,f5aca89e174a4a67,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,f8035d7686a6d848,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,fa8bb19129c5885c,D_final_334,V3.3.4,False
mlabonne_harmful_behaviors,ffd4fc00ad884d43,D_final_334,V3.3.4,False
