ctrl,n,A,r_max_a,r_max_b,abs_diff
B4_random,4,0.19648677899934675,0.15,0.15,0.0
B4_random,4,2.0892961308540396,0.541760465011209,0.5417604650112089,1.1102230246251565e-16
B4_random,4,0.1,0.15,0.15,0.0
B4_random,4,1.0633265716371612,0.35,0.35,0.0
B4_random,4,11.306633979496388,0.4462556296376964,0.4462937026398628,3.807300216640552e-5
B4_random,4,0.5411695265464637,0.35,0.35,0.0
B4_random,4,5.7543993733715695,0.5941430759075664,0.5941396832596606,3.3926479058310477e-6
B4_random,4,0.19648677899934675,0.35,0.35,0.0
B4_random,4,2.0892961308540396,0.18669255738104104,0.1866908390266181,1.7183544229470993e-6
B4_random,4,0.1,0.35,0.35,0.0
B4_random,4,1.0633265716371612,0.15962871907983542,0.15961816887376448,1.0550206070936152e-5
B4_random,4,11.306633979496388,0.7327761564792755,0.7327865232038322,1.036672455667631e-5
B4_random,4,0.5411695265464637,0.15,0.15,0.0
B4_random,4,5.7543993733715695,0.7616136963389948,0.7616141105443381,4.142053433575654e-7
B4_random,4,0.2754228703338166,0.15054516560307787,0.15054516560307787,0.0
B4_random,4,2.9286445646252366,0.7339074994578889,0.7339075084428341,8.984945232271002e-9
B5_shuffled,4,0.14017374183467698,0.1606415288425857,0.1606415288425857,0.0
B5_shuffled,4,1.4905046433861961,0.38367221206662094,0.3836721092821863,1.027844346301876e-7
B5_shuffled,4,15.848931924611133,7.553060925833624,7.55306561783988,4.692006255524461e-6
B5_shuffled,4,0.7585775750291838,0.35,0.35,0.0
B5_shuffled,4,8.066156921766133,0.7999770789161265,0.798840357537806,0.0011367213783204377
B5_shuffled,4,0.3860705432153813,0.35,0.35,0.0
B5_shuffled,4,4.105190671273078,0.9316272989509489,0.9316272989509489,0.0
B5_shuffled,4,0.19648677899934675,0.35,0.35,0.0
B5_shuffled,4,2.0892961308540396,0.15,0.15,0.0
B5_shuffled,4,0.1,0.35,0.35,0.0
B5_shuffled,4,1.0633265716371612,0.15,0.15,0.0
B5_shuffled,4,8.066156921766133,1.231066232104654,1.2310751785294716,8.94642481763519e-6
B5_shuffled,4,0.3860705432153813,0.16078251510301933,0.16078251510301933,0.0
B5_shuffled,4,4.105190671273078,0.35,0.35,0.0
B5_shuffled,4,0.19648677899934675,0.15,0.15,0.0
B5_shuffled,4,2.0892961308540396,0.35,0.35,0.0
B5_shuffled,4,0.1,0.15,0.15,0.0
B5_shuffled,4,1.0633265716371612,0.35,0.35,0.0
B5_shuffled,4,11.306633979496388,1.304956891215138,1.3049568011048451,9.011029278305216e-8
B5_shuffled,4,0.5411695265464637,0.35,0.35,0.0
B5_shuffled,4,5.7543993733715695,1.3196673818025568,1.319670410875387,3.029072830118551e-6
B5_shuffled,4,0.2754228703338166,0.35,0.35,0.0
B5_shuffled,4,2.9286445646252366,0.21307538135471032,0.21307537667045298,4.684257343123832e-9
B5_shuffled,4,0.14017374183467698,0.35,0.35,0.0
B5_shuffled,4,1.4905046433861961,0.1673266535039497,0.1673266535039497,0.0
B5_shuffled,4,15.848931924611133,1.729746405872133,1.729746405872133,0.0
B5_shuffled,4,0.7585775750291838,0.15,0.15,0.0
B5_shuffled,4,8.066156921766133,1.4209066700122839,1.4209065530508966,1.1696138724204275e-7
B5_shuffled,4,0.3860705432153813,0.15,0.15,0.0
B5_shuffled,4,4.105190671273078,0.9793073764696718,0.9793073766936938,2.2402202315419117e-10
B5_shuffled,4,0.19648677899934675,0.16137545167682574,0.16137545167682574,0.0
B5_shuffled,4,1.4905046433861961,0.35,0.35,0.0
B5_shuffled,4,15.848931924611133,1.1264368422983588,1.126487956494293,5.111419593406552e-5
B5_shuffled,4,0.7585775750291838,0.35,0.35,0.0
B5_shuffled,4,8.066156921766133,1.351153987364366,1.351143179716545,1.0807647821131638e-5
B5_shuffled,4,0.3860705432153813,0.35,0.35,0.0
B5_shuffled,4,4.105190671273078,0.18635678341094492,0.18635687132607437,8.791512945416358e-8
B5_shuffled,4,0.19648677899934675,0.35,0.35,0.0
B5_shuffled,4,2.0892961308540396,0.15,0.15,0.0
B5_shuffled,4,0.1,0.35,0.35,0.0
B5_shuffled,4,1.0633265716371612,0.15,0.15,0.0
B5_shuffled,4,11.306633979496388,1.4904482234840777,1.4904457130865816,2.510397496102712e-6
B5_shuffled,4,0.5411695265464637,0.16098498265287609,0.16098498265287609,0.0
B5_shuffled,4,5.7543993733715695,0.5833154382228322,0.5836551578114342,0.00033971958860201656
B5_shuffled,4,0.2754228703338166,0.15,0.15,0.0
B5_shuffled,4,2.9286445646252366,0.35,0.35,0.0
B5_shuffled,4,0.14017374183467698,0.16058427554349528,0.16058427554349528,0.0
B5_shuffled,4,1.4905046433861961,0.3592065178037203,0.3592065443327999,2.652907959976858e-8
B5_shuffled,4,15.848931924611133,1.5535696819687286,1.5535886516909478,1.8969722219264185e-5
B5_shuffled,4,0.7585775750291838,0.35,0.35,0.0
B5_shuffled,4,8.066156921766133,0.5940114816974895,0.594048292163519,3.6810466029435496e-5
B5_shuffled,4,0.2754228703338166,0.35,0.35,0.0
B5_shuffled,4,2.9286445646252366,0.16116888856930345,0.16116794511492794,9.434543755126867e-7
B5_shuffled,4,0.14017374183467698,0.35,0.35,0.0
B5_shuffled,4,1.4905046433861961,0.15804423349704888,0.15803290395924452,1.1329537804360967e-5
B5_shuffled,4,15.848931924611133,1.1830870127240054,1.1831548334348962,6.78207108908424e-5
B6_center_anchored,4,0.7585775750291838,0.16286113574500657,0.16285806224670718,3.073498299394073e-6
B6_center_anchored,4,8.066156921766133,0.8050461524760267,0.8051150286214465,6.887614541972731e-5
B6_center_anchored,4,0.3860705432153813,0.15017529459199105,0.15017529459199105,0.0
B6_center_anchored,4,4.105190671273078,0.7075466395288276,0.7075555436244998,8.904095672224166e-6
B6_center_anchored,4,0.19648677899934675,0.16110811702913322,0.16110811702913322,0.0
B6_center_anchored,4,2.0892961308540396,0.5895516854409435,0.5895515852290687,1.0021187479836158e-7
B6_center_anchored,4,0.1,0.16060817748985215,0.16060817748985215,0.0
B6_center_anchored,4,1.0633265716371612,0.41365664568070154,0.41365655244766597,9.32330355696287e-8
B6_center_anchored,4,11.306633979496388,0.944455119097869,0.9444889726756043,3.385357773533215e-5
B6_center_anchored,4,0.5411695265464637,0.35810481356619817,0.35810481356619817,0.0
B6_center_anchored,4,5.7543993733715695,0.9061517097268224,0.9061517097268224,0.0
B6_center_anchored,4,0.2754228703338166,0.35,0.35,0.0
B6_center_anchored,4,2.9286445646252366,0.16302288150031138,0.16302109433937537,1.7871609360176066e-6
B6_center_anchored,4,0.14017374183467698,0.35,0.35,0.0
B6_center_anchored,4,1.4905046433861961,0.15,0.15,0.0
B6_center_anchored,4,11.306633979496388,4.6432841395038,4.643361317296973,7.717779317317763e-5
B6_center_anchored,4,0.5411695265464637,0.16072172076942806,0.16071965001630226,2.0707531258046252e-6
B6_center_anchored,4,5.7543993733715695,0.7958671486251234,0.7958774149953409,1.0266370217504317e-5
B6_center_anchored,4,0.2754228703338166,0.15014746100701445,0.15014746100701445,0.0
B6_center_anchored,4,2.9286445646252366,0.5387173200910743,0.5387169121371181,4.0795395617188035e-7
B6_center_anchored,4,0.14017374183467698,0.15,0.15,0.0
B6_center_anchored,4,1.4905046433861961,0.35,0.35,0.0
B6_center_anchored,4,15.848931924611133,8.100809543506823,8.10077692562702,3.2617879803353844e-5
B6_center_anchored,4,0.7585775750291838,0.3803969177229685,0.3803968531816116,6.454135692557372e-8
B6_center_anchored,4,8.066156921766133,0.8810244723522922,0.8810413891962288,1.691684393656523e-5
B6_center_anchored,4,0.3860705432153813,0.35,0.35,0.0
B6_center_anchored,4,4.105190671273078,0.31430303788837516,0.3143044725657449,1.4346773697382353e-6
B6_center_anchored,4,0.19648677899934675,0.35,0.35,0.0
B6_center_anchored,4,2.0892961308540396,0.15,0.15,0.0
B6_center_anchored,4,0.1,0.35,0.35,0.0
B6_center_anchored,4,1.0633265716371612,0.15,0.15,0.0
B6_center_anchored,4,11.306633979496388,1.5542886516282142,1.554288442596231,2.0903198327815176e-7
B6_center_anchored,4,0.5411695265464637,0.16145760882636626,0.1614572597882237,3.490381425552691e-7
B6_center_anchored,4,5.7543993733715695,1.322570275332808,1.322570276366096,1.033288121732312e-9
B6_center_anchored,4,0.2754228703338166,0.15,0.15,0.0
B6_center_anchored,4,2.0892961308540396,0.35,0.35,0.0
B6_center_anchored,4,0.1,0.15,0.15,0.0
B6_center_anchored,4,1.0633265716371612,0.35,0.35,0.0
B6_center_anchored,4,11.306633979496388,0.7316589851991365,0.731669665906453,1.0680707316468308e-5
B6_center_anchored,4,0.5411695265464637,0.35,0.35,0.0
B6_center_anchored,4,5.7543993733715695,0.6864433120979533,0.6864447800044202,1.4679064669342878e-6
B6_center_anchored,4,0.2754228703338166,0.35,0.35,0.0
B6_center_anchored,4,2.9286445646252366,0.16088905007275225,0.16089555171745074,6.501644698481135e-6
B6_center_anchored,4,0.14017374183467698,0.35,0.35,0.0
B6_center_anchored,4,1.4905046433861961,0.161895702298418,0.161895702298418,0.0
B6_center_anchored,4,15.848931924611133,1.7289343375377377,1.7289339187934414,4.187442963488053e-7
B6_center_anchored,4,0.7585775750291838,0.16111654388171198,0.16111654388171198,0.0
B6_center_anchored,4,8.066156921766133,1.4225546054636822,1.4225546054636822,0.0
B6_center_anchored,4,0.3860705432153813,0.15,0.15,0.0
B6_center_anchored,4,4.105190671273078,0.8069109107080951,0.8069109107080951,0.0
B6_center_anchored,4,0.19648677899934675,0.15,0.15,0.0
B6_center_anchored,4,2.0892961308540396,0.700685515133262,0.7006855032872843,1.184597775427676e-8
B6_center_anchored,4,0.1,0.15,0.15,0.0
B6_center_anchored,4,1.0633265716371612,0.35,0.35,0.0
B6_center_anchored,4,11.306633979496388,1.521896406577719,1.521896393303021,1.3274698007492702e-8
B0_none,6,0.3860705432153813,0.35,0.35,0.0
B0_none,6,4.105190671273078,0.6060929892754988,0.6061085358596225,1.554658412372678e-5
B0_none,6,0.19648677899934675,0.35,0.35,0.0
B0_none,6,2.0892961308540396,0.351441361221027,0.35143928251483886,2.078706188124446e-6
B0_none,6,0.1,0.35,0.35,0.0
B0_none,6,1.0633265716371612,0.9251009924758202,0.9251009924764918,6.715739075957572e-13
B0_none,6,11.306633979496388,1.39012265141442,1.3901237809120623,1.1294976423048553e-6
B1_constant,6,0.5411695265464637,0.15,0.15,0.0
B1_constant,6,5.7543993733715695,3.9763859214307047,3.9763868230897597,9.016590549748571e-7
B1_constant,6,0.2754228703338166,0.15,0.15,0.0
B1_constant,6,2.9286445646252366,0.503035810491057,0.5030383998378211,2.5893467641147083e-6
B1_constant,6,0.14017374183467698,0.15,0.15,0.0
B1_constant,6,1.4905046433861961,0.35,0.35,0.0
B1_constant,6,15.848931924611133,1.63437071460307,1.63437071460307,0.0
B2_central,6,0.7585775750291838,0.35,0.35,0.0
B2_central,6,8.066156921766133,2.2883396165523093,2.288224694716963,0.00011492183534622669
B2_central,6,0.3860705432153813,0.35,0.35,0.0
B2_central,6,4.105190671273078,0.34789003404819296,0.34789184883167773,1.814783484765936e-6
B2_central,6,0.19648677899934675,0.35,0.35,0.0
B2_central,6,2.0892961308540396,0.3727690204959746,0.37276908423931715,6.374334254877212e-8
B2_central,6,15.848931924611133,1.6021778646319043,1.6021864645481714,8.59991626711576e-6
B3_periodic,6,0.7585775750291838,0.15,0.15,0.0
B3_periodic,6,8.066156921766133,0.8261059417861643,0.8261075541573628,1.6123711985560618e-6
B3_periodic,6,0.3860705432153813,0.15,0.15,0.0
B3_periodic,6,4.105190671273078,0.35,0.35,0.0
B3_periodic,6,0.19648677899934675,0.15,0.15,0.0
B3_periodic,6,2.0892961308540396,0.4765185515330865,0.47651847880704284,7.27260436317323e-8
B7_cantor,6,0.1,0.15,0.15,0.0
B7_cantor,6,1.0633265716371612,0.35,0.35,0.0
B7_cantor,6,11.306633979496388,3.1712356241989754,3.1189772532818347,0.052258370917140695
B7_cantor,6,0.5411695265464637,0.3644793450536295,0.36447908786996525,2.571836642539793e-7
B7_cantor,6,5.7543993733715695,0.894765442384037,0.6684553017042136,0.22631014067982336
B7_cantor,6,0.2754228703338166,0.35,0.35,0.0
B7_cantor,6,2.9286445646252366,0.15,0.15,0.0
B4_random,6,0.14017374183467698,0.35,0.35,0.0
B4_random,6,1.4905046433861961,0.19087397366299538,0.19090027513755944,2.6301474564061067e-5
B4_random,6,15.848931924611133,9.72225803810198,9.722257328618472,7.094835083876205e-7
B4_random,6,0.7585775750291838,0.15,0.15,0.0
B4_random,6,8.066156921766133,0.7235666523473637,0.7233462532581064,0.000220399089257306
B4_random,6,0.3860705432153813,0.15,0.15,0.0
B4_random,6,2.9286445646252366,0.35,0.35,0.0
B4_random,6,0.14017374183467698,0.15,0.15,0.0
B4_random,6,1.4905046433861961,0.35,0.35,0.0
B4_random,6,15.848931924611133,8.171104505621958,8.092349820151743,0.07875468547021569
B4_random,6,0.7585775750291838,0.35,0.35,0.0
B4_random,6,8.066156921766133,0.43330675947332536,0.41588159970079824,0.01742515977252712
B4_random,6,0.3860705432153813,0.35,0.35,0.0
B4_random,6,4.105190671273078,0.17406763560254637,0.17407509713717625,7.461534629882305e-6
B4_random,6,0.19648677899934675,0.35,0.35,0.0
B4_random,6,2.0892961308540396,0.4694526971996427,0.4694751033621994,2.2406162556665166e-5
B4_random,6,0.1,0.35,0.35,0.0
B4_random,6,1.0633265716371612,0.3883609581428134,0.38836070621828794,2.519245254628544e-7
B4_random,6,11.306633979496388,1.5550163460846231,1.5550163412850577,4.799565411772733e-9
B4_random,6,0.5411695265464637,0.15,0.15,0.0
B4_random,6,5.7543993733715695,1.3348138461403773,0.998843263702771,0.33597058243760636
B4_random,6,0.2754228703338166,0.15,0.15,0.0
B4_random,6,2.9286445646252366,0.45808876757721684,0.45811467194556693,2.5904368350093687e-5
B4_random,6,0.14017374183467698,0.15,0.15,0.0
B4_random,6,1.4905046433861961,0.35,0.35,0.0
B4_random,6,15.848931924611133,1.7284886637141714,1.7284885730968529,9.061731853776678e-8
B4_random,6,0.5411695265464637,0.35,0.35,0.0
B4_random,6,5.7543993733715695,0.9961584055521715,0.47161968725454423,0.5245387182976273
B4_random,6,0.2754228703338166,0.35,0.35,0.0
B4_random,6,2.9286445646252366,0.15,0.15,0.0
B4_random,6,0.14017374183467698,0.35,0.35,0.0
B4_random,6,1.4905046433861961,0.15,0.15,0.0
B4_random,6,15.848931924611133,1.6333918911693277,1.6333949473247635,3.056155435832153e-6
B4_random,6,0.7585775750291838,0.15,0.15,0.0
B4_random,6,8.066156921766133,1.3828024358688462,1.3726594683452795,0.010142967523566693
B4_random,6,0.3860705432153813,0.15,0.15,0.0
B4_random,6,4.105190671273078,0.6257271386468842,0.6249630329057466,0.0007641057411376107
B4_random,6,0.19648677899934675,0.15,0.15,0.0
B4_random,6,2.0892961308540396,0.6247455724628165,0.6247743296095251,2.8757146708580095e-5
B4_random,6,0.1,0.15,0.15,0.0
B4_random,6,1.0633265716371612,0.5251762940582468,0.5251762584506667,3.560758010667797e-8
B4_random,6,11.306633979496388,1.5219840082164295,1.5219840082164295,0.0
B4_random,6,0.5411695265464637,0.35,0.35,0.0
B4_random,6,5.7543993733715695,0.4531890671458676,0.45323011489623716,4.104775036956054e-5
B4_random,6,0.2754228703338166,0.35,0.35,0.0
B4_random,6,2.9286445646252366,0.45228292828834776,0.4523013104565668,1.8382168219033268e-5
B4_random,6,0.1,0.35,0.35,0.0
B4_random,6,1.0633265716371612,0.15,0.15,0.0
B4_random,6,11.306633979496388,1.3073288000877232,1.301373474718836,0.005955325368887321
B4_random,6,0.5411695265464637,0.15,0.15,0.0
B4_random,6,5.7543993733715695,0.40079535361219254,0.35,0.05079535361219256
B4_random,6,0.2754228703338166,0.15,0.15,0.0
B4_random,6,2.9286445646252366,0.38411532888007927,0.38412823747742286,1.2908597343597172e-5
B4_random,6,0.14017374183467698,0.15,0.15,0.0
B4_random,6,1.4905046433861961,0.3728446933654733,0.3728447086145024,1.5249029094999145e-8
B4_random,6,15.848931924611133,1.6307680987307562,1.630772667676991,4.56894623468429e-6
B5_shuffled,6,0.7585775750291838,0.35,0.35,0.0
B5_shuffled,6,8.066156921766133,3.4641406692355727,3.3421129049322076,0.12202776430336515
B5_shuffled,6,0.3860705432153813,0.35,0.35,0.0
B5_shuffled,6,4.105190671273078,0.19669025096290993,0.19373098595347735,0.0029592650094325823
B5_shuffled,6,0.19648677899934675,0.35,0.35,0.0
B5_shuffled,6,2.0892961308540396,0.15,0.15,0.0
B5_shuffled,6,0.1,0.35,0.35,0.0
B5_shuffled,6,1.0633265716371612,0.23471200989096533,0.234710785665163,1.224225802315404e-6
B5_shuffled,6,11.306633979496388,2.7530777433315334,2.753123496990822,4.5753659288383375e-5
B5_shuffled,6,0.5411695265464637,0.15,0.15,0.0
B5_shuffled,6,4.105190671273078,0.4409227987241897,0.4378353770301272,0.0030874216940625088
B5_shuffled,6,0.19648677899934675,0.15,0.15,0.0
B5_shuffled,6,2.0892961308540396,0.35,0.35,0.0
B5_shuffled,6,0.1,0.15,0.15,0.0
B5_shuffled,6,1.0633265716371612,0.35501557152748553,0.3550171310845107,1.559557025188063e-6
B5_shuffled,6,11.306633979496388,0.5400310742885766,0.5311074239602486,0.008923650328327981
B5_shuffled,6,0.5411695265464637,0.35,0.35,0.0
B5_shuffled,6,5.7543993733715695,0.5370988609355298,0.15,0.3870988609355298
B5_shuffled,6,0.2754228703338166,0.35,0.35,0.0
B5_shuffled,6,2.9286445646252366,0.31779657993179494,0.15,0.16779657993179495
B5_shuffled,6,0.14017374183467698,0.35,0.35,0.0
B5_shuffled,6,1.4905046433861961,0.22171586299422347,0.22171584383076906,1.9163454406667668e-8
B5_shuffled,6,15.848931924611133,7.6348896603847916,7.634968223811249,7.856342645773395e-5
B5_shuffled,6,0.7585775750291838,0.15,0.15,0.0
B5_shuffled,6,8.066156921766133,1.3076892686514052,0.9430397475718078,0.36464952107959747
B5_shuffled,6,0.3860705432153813,0.15,0.15,0.0
B5_shuffled,6,4.105190671273078,0.35,0.35,0.0
B5_shuffled,6,0.19648677899934675,0.15,0.15,0.0
B5_shuffled,6,2.0892961308540396,0.35,0.35,0.0
B5_shuffled,6,0.1,0.15,0.15,0.0
B5_shuffled,6,0.7585775750291838,0.35,0.35,0.0
B5_shuffled,6,8.066156921766133,0.9955148262652199,0.8934712202213527,0.1020436060438672
B5_shuffled,6,0.3860705432153813,0.35,0.35,0.0
B5_shuffled,6,4.105190671273078,0.15,0.15,0.0
B5_shuffled,6,0.19648677899934675,0.35,0.35,0.0
B5_shuffled,6,2.0892961308540396,0.15,0.15,0.0
B5_shuffled,6,0.1,0.35,0.35,0.0
B5_shuffled,6,1.0633265716371612,0.15,0.15,0.0
B5_shuffled,6,11.306633979496388,1.384733419492814,1.3724037159070648,0.012329703585749252
B5_shuffled,6,0.5411695265464637,0.15,0.15,0.0
B5_shuffled,6,5.7543993733715695,1.3313469905833415,0.9208366586872929,0.4105103318960486
B5_shuffled,6,0.2754228703338166,0.15,0.15,0.0
B5_shuffled,6,2.9286445646252366,0.6486414434757785,0.6486414437369333,2.6115487550271155e-10
B5_shuffled,6,0.14017374183467698,0.15,0.15,0.0
B5_shuffled,6,1.4905046433861961,0.35,0.35,0.0
B5_shuffled,6,15.848931924611133,1.729746405872133,1.729746405872133,0.0
B5_shuffled,6,0.7585775750291838,0.35,0.35,0.0
B5_shuffled,6,8.066156921766133,1.4180413126137947,1.4166618060375016,0.0013795065762931547
B5_shuffled,6,0.3860705432153813,0.35,0.35,0.0
B5_shuffled,6,4.105190671273078,0.2686348408332446,0.2540787537923287,0.014556087040915933
B5_shuffled,6,0.14017374183467698,0.35,0.35,0.0
B5_shuffled,6,1.4905046433861961,0.15,0.15,0.0
B5_shuffled,6,15.848931924611133,1.6205953844853798,1.620594176305986,1.2081793938634178e-6
B5_shuffled,6,0.7585775750291838,0.15,0.15,0.0
B5_shuffled,6,8.066156921766133,1.3151635621500817,1.306897070732381,0.008266491417700639
B6_center_anchored,6,0.3860705432153813,0.15,0.15,0.0
B6_center_anchored,6,4.105190671273078,0.43897537689944055,0.4389798293720985,4.452472657956452e-6
B6_center_anchored,6,0.19648677899934675,0.15,0.15,0.0
B6_center_anchored,6,2.0892961308540396,0.5854637356827528,0.585464874631784,1.1389490311985995e-6
B6_center_anchored,6,0.1,0.15,0.15,0.0
B6_center_anchored,6,1.0633265716371612,0.46725629218085235,0.46725669636050493,4.0417965257999455e-7
B6_center_anchored,6,11.306633979496388,1.464480516389764,1.4632689844548872,0.001211531934876886
B6_center_anchored,6,0.5411695265464637,0.35,0.35,0.0
B6_center_anchored,6,5.7543993733715695,0.2983095387230713,0.27608760599568205,0.02222193272738926
B6_center_anchored,6,0.2754228703338166,0.35,0.35,0.0
B6_center_anchored,6,2.9286445646252366,0.15,0.15,0.0
B6_center_anchored,6,0.14017374183467698,0.35,0.35,0.0
B6_center_anchored,6,1.4905046433861961,0.18260253235744334,0.18274554307714289,0.00014301071969954893
B6_center_anchored,6,15.848931924611133,1.6153496953315916,1.6153323543420006,1.7340989590941547e-5
B6_center_anchored,6,0.7585775750291838,0.15,0.15,0.0
B6_center_anchored,6,5.7543993733715695,0.35,0.35,0.0
B6_center_anchored,6,0.2754228703338166,0.15,0.15,0.0
B6_center_anchored,6,2.9286445646252366,0.35,0.35,0.0
B6_center_anchored,6,0.14017374183467698,0.15,0.15,0.0
B6_center_anchored,6,1.4905046433861961,0.35646552724673125,0.3564673337333156,1.8064865843214761e-6
B6_center_anchored,6,15.848931924611133,1.1381642114017425,1.1318031068958745,0.0063611045058680205
B6_center_anchored,6,0.7585775750291838,0.35,0.35,0.0
B6_center_anchored,6,8.066156921766133,0.6751367951235707,0.6691985962346564,0.005938198888914337
B6_center_anchored,6,0.3860705432153813,0.3526589076028774,0.3526589022027952,5.400082159212616e-9
B6_center_anchored,6,4.105190671273078,0.26909714916503397,0.16353611968074822,0.10556102948428575
B6_center_anchored,6,0.19648677899934675,0.35,0.35,0.0
B6_center_anchored,6,2.0892961308540396,0.16942100137891494,0.16334878032371958,0.006072221055195365
B6_center_anchored,6,0.1,0.35,0.35,0.0
B6_center_anchored,6,1.0633265716371612,0.15,0.15004419191771587,4.4191917715874496e-5
