ctrl,n,seed,field,A,logA,attack,omega,phase,r0,r_max,safe_frac,r_end,captured,crossed,t_cross,mean_r,ctrl_action
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,sinusoid,18.60588644293399,2,0.15,0.21049293162039392,1.0,0.19657656600350704,false,false,Inf,0.19236557475243657,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,sinusoid,18.60588644293399,2,0.35,0.35,1.0,0.19664365852908736,false,false,Inf,0.21735739644984023,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,square,2.3620733891405656,1,0.15,0.3140783900575942,1.0,0.18502948584699674,false,false,Inf,0.1951300608326229,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,square,2.3620733891405656,1,0.35,0.35,1.0,0.18509657837257726,false,false,Inf,0.22012188253002665,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,square,22.572613979536317,2,0.15,0.21342950126451138,1.0,0.20418247213021062,false,false,Inf,0.192523793213712,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,square,22.572613979536317,2,0.35,0.35,1.0,0.2042495646557908,false,false,Inf,0.21751561491111543,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,chirp,2.8036344050066835,1,0.15,0.2834694615734028,1.0,0.2044914094893804,false,false,Inf,0.20705503006658985,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,chirp,2.8036344050066835,1,0.35,0.35,1.0,0.204558502014961,false,false,Inf,0.23204685176399334,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,chirp,0.7313700353255881,2,0.15,0.3380334309002318,1.0,0.15635547530017835,false,false,Inf,0.2228533028155522,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,chirp,0.7313700353255881,2,0.35,0.35366425161526355,1.0,0.15642256782575908,false,false,Inf,0.2478451245129559,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,multifreq,21.04256171577013,1,0.15,0.20556412957846604,1.0,0.19508614566841834,false,false,Inf,0.19379019238902861,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,multifreq,21.04256171577013,1,0.35,0.35,1.0,0.19515323819399835,false,false,Inf,0.21878201408643222,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,multifreq,3.494671606147911,2,0.15,0.2266906675133826,1.0,0.1761856622421529,false,false,Inf,0.19045245189495283,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,multifreq,3.494671606147911,2,0.35,0.35,1.0,0.17625275476773378,false,false,Inf,0.2154442735923566,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,ou_noise,1.803512643812649,1,0.15,0.17232890215471802,1.0,0.10637786745672372,false,false,Inf,0.13133070617835213,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,ou_noise,1.803512643812649,1,0.35,0.35,1.0,0.10644495998230429,false,false,Inf,0.1563225278757558,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,ou_noise,3.462363132965595,2,0.15,0.30302816126452464,1.0,0.2153894727613402,false,false,Inf,0.23085647968145417,0.0
B0_none,4,0,linear,0.19648677899934675,-0.7066666666666667,ou_noise,3.462363132965595,2,0.35,0.35,1.0,0.2154565652869208,false,false,Inf,0.25584830137885795,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,sinusoid,26.593711448648865,1,0.15,0.21032270441060727,1.0,0.18964017688007417,false,false,Inf,0.19464261526205598,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,sinusoid,26.593711448648865,1,0.35,0.35563930124017384,1.0,0.18970726940565472,false,false,Inf,0.2196344369594598,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,sinusoid,27.44875710205333,2,0.15,0.2100016345819946,1.0,0.19723177404752665,false,false,Inf,0.19369927180078414,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,sinusoid,27.44875710205333,2,0.35,0.35281685062450296,1.0,0.19729886657310738,false,false,Inf,0.2186910934981877,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,square,0.7536975554045326,1,0.15,0.4650986755779338,1.0,0.4650986755779338,false,false,Inf,0.15852382846044968,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,square,0.7536975554045326,1,0.35,0.4651657681035138,1.0,0.4651657681035138,false,false,Inf,0.18351565015785318,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,square,2.028336150889891,2,0.15,0.3924748056295447,1.0,0.3711764316406422,false,false,Inf,0.21153242261764482,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,square,2.028336150889891,2,0.35,0.42299282678092953,1.0,0.3712435241662224,false,false,Inf,0.23652424431504848,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,chirp,5.966759429333667,1,0.15,0.27796598473141804,1.0,0.19289535801021251,false,false,Inf,0.20521754985400084,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,chirp,5.966759429333667,1,0.35,0.37270543973331494,1.0,0.1929624505357931,false,false,Inf,0.23020937155140453,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,chirp,0.6927440273013815,2,0.15,0.39744691495281875,1.0,0.17000917159100792,false,false,Inf,0.23722566594974312,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,chirp,0.6927440273013815,2,0.35,0.4118700797176667,1.0,0.17007626411658847,false,false,Inf,0.26221748764714675,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,multifreq,21.223784398893937,1,0.15,0.20757709162934151,1.0,0.2006651806004571,false,false,Inf,0.19361018436260655,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,multifreq,21.223784398893937,1,0.35,0.35,1.0,0.20073227312603756,false,false,Inf,0.21860200606001015,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,multifreq,29.2197632492348,2,0.15,0.2055232900035865,1.0,0.1971996615756401,false,false,Inf,0.19393170045163594,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,multifreq,29.2197632492348,2,0.35,0.35,1.0,0.19726675410122038,false,false,Inf,0.2189235221490394,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,ou_noise,8.295677638073036,1,0.15,0.31335195996100057,1.0,0.232584417436378,false,false,Inf,0.22256949106087898,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,ou_noise,8.295677638073036,1,0.35,0.35,1.0,0.23265150996195852,false,false,Inf,0.24756131275828275,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,ou_noise,0.6422692474564393,2,0.15,0.3102234401708601,1.0,0.10987991944358924,false,false,Inf,0.20626784182140512,0.0
B0_none,4,0,linear,0.2754228703338166,-0.56,ou_noise,0.6422692474564393,2,0.35,0.35,1.0,0.10994701196916977,false,false,Inf,0.23125966351880872,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,sinusoid,0.5899761942001447,1,0.15,0.5325671429859049,0.819375,0.5054186498144243,true,true,6.56,0.17286425896679727,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,sinusoid,0.5899761942001447,1,0.35,0.5327009063963198,0.819375,0.5054857423400065,true,true,6.56,0.1978560806642009,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,sinusoid,1.6509774183328787,2,0.15,0.41014157411641244,1.0,0.0003738733249572163,false,false,Inf,0.20398709495481254,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,sinusoid,1.6509774183328787,2,0.35,0.4304052490649038,1.0,0.00044096585053817643,false,false,Inf,0.22897891665221615,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,square,15.599606451984995,1,0.15,0.2387107846222516,1.0,0.1850335601777127,false,false,Inf,0.19825846676123482,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,square,15.599606451984995,1,0.35,0.38821450188095125,1.0,0.18510065270329315,false,false,Inf,0.22325028845863837,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,square,4.122095866854549,2,0.15,0.339693786375302,1.0,0.29876378338317555,false,false,Inf,0.19967824885858046,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,square,4.122095866854549,2,0.35,0.4471182482841291,1.0,0.29883087590875596,false,false,Inf,0.22467007055598415,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,chirp,0.9732988379418265,1,0.15,0.45646553757524627,1.0,0.13811391416300894,false,false,Inf,0.2428101394602832,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,chirp,0.9732988379418265,1,0.35,0.47870148332465634,1.0,0.13818100668858932,false,false,Inf,0.26780196115768656,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,chirp,5.596440796629167,2,0.15,0.3234520314715186,1.0,0.21048145355616638,false,false,Inf,0.21057844781772134,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,chirp,5.596440796629167,2,0.35,0.41465018470767645,1.0,0.21054854608174686,false,false,Inf,0.23557026951512502,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,multifreq,8.807709601659875,1,0.15,0.224764087335909,1.0,0.21331056845036878,false,false,Inf,0.19294116213884224,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,multifreq,8.807709601659875,1,0.35,0.356749662914091,1.0,0.21337766097594896,false,false,Inf,0.2179329838362457,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,multifreq,20.034650953887777,2,0.15,0.21097146190683885,1.0,0.19247453284116484,false,false,Inf,0.1926458633531736,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,multifreq,20.034650953887777,2,0.35,0.35,1.0,0.19254162536674527,false,false,Inf,0.21763768505057704,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,ou_noise,1.8272902849368375,1,0.15,0.3536654770338668,1.0,0.13959926617001622,false,false,Inf,0.18753023611654096,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,ou_noise,1.8272902849368375,1,0.35,0.40779036672775026,1.0,0.13966635869559652,false,false,Inf,0.21252205781394434,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,ou_noise,14.480100495967815,2,0.15,0.15123374684942978,1.0,0.1191368530043028,false,false,Inf,0.013345573453201533,0.0
B0_none,4,0,linear,0.3860705432153813,-0.41333333333333333,ou_noise,14.480100495967815,2,0.35,0.35,1.0,0.1192039455298833,false,false,Inf,0.038337395150605115,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,sinusoid,1.459845992452485,1,0.15,0.5019859271943835,0.9812500000000001,0.32133641249963346,false,true,4.43,0.1400429143552117,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,sinusoid,1.459845992452485,1,0.35,0.5042094981150735,0.9725,0.32140350502521375,false,true,4.39,0.16503473605261526,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,sinusoid,3.0171038898776126,2,0.15,0.4134947686668867,1.0,0.10558064555267743,false,false,Inf,0.22098723731444744,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,sinusoid,3.0171038898776126,2,0.35,0.48831911527302513,1.0,0.10564773807825811,false,false,Inf,0.24597905901185133,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,square,0.8952704515863218,1,0.15,0.7090621333528756,0.71875,0.19607896610238865,false,true,5.31,0.1699864301867982,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,square,0.8952704515863218,1,0.35,0.7091675377292984,0.71875,0.19642821239758987,false,true,5.31,0.1949043193790426,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,square,2.723459052522847,2,0.15,0.4889883983936746,1.0,0.2577391477630436,false,false,Inf,0.1855548577826762,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,square,2.723459052522847,2,0.35,0.5255252098218087,0.9812500000000001,0.2575478118564908,false,true,1.59,0.21047430361253727,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,chirp,1.2484865325941223,1,0.15,0.5382744160094282,0.92625,0.1322672423232544,false,true,1.63,0.2526534928986923,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,chirp,1.2484865325941223,1,0.35,0.567564822524992,0.89375,0.13233433484883494,false,true,1.44,0.2776453145960957,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,chirp,27.538238080019187,2,0.15,0.24201977246861062,1.0,0.19679680352774676,false,false,Inf,0.2005112070107439,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,chirp,27.538238080019187,2,0.35,0.3976424776147363,1.0,0.19686389605332708,false,false,Inf,0.2255030287081476,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,multifreq,1.0941895021424781,1,0.15,0.35553623667044126,1.0,0.11415279904670975,false,false,Inf,0.18626483790817236,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,multifreq,1.0941895021424781,1,0.35,0.38102495480695275,1.0,0.11421989157229036,false,false,Inf,0.21125665960557602,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,multifreq,3.32565503203794,2,0.15,0.2755056112663357,1.0,0.23576000268531605,false,false,Inf,0.18619046131493494,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,multifreq,3.32565503203794,2,0.35,0.35,1.0,0.23582709521089654,false,false,Inf,0.21118228301233863,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,ou_noise,8.07593143576886,1,0.15,0.3105485810178842,1.0,0.1776988793811044,false,false,Inf,0.07200354675048447,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,ou_noise,8.07593143576886,1,0.35,0.35,1.0,0.17776597190668514,false,false,Inf,0.09699536844788802,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,ou_noise,16.686439492706373,2,0.15,0.37707590086492665,1.0,0.02828327688153582,false,false,Inf,0.17792685118958296,0.0
B0_none,4,0,linear,0.5411695265464637,-0.26666666666666666,ou_noise,16.686439492706373,2,0.35,0.396730617985804,1.0,0.028350369407116462,false,false,Inf,0.20291867288698653,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,sinusoid,5.615117909477412,1,0.15,0.3742945183535465,1.0,0.09153009649684558,false,false,Inf,0.20687008668606388,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,sinusoid,5.615117909477412,1,0.35,0.48480126713564714,1.0,0.0915971890224256,false,false,Inf,0.23186188150445605,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,sinusoid,0.5821140125410896,2,0.15,0.8550113553879514,0.7731250000000001,0.8550113553879514,true,true,6.19,0.04828085144228087,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,sinusoid,0.5821140125410896,2,0.35,0.8550784479135317,0.7731250000000001,0.8550784479135317,true,true,6.19,0.07327267313968447,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,square,4.7936945347930155,1,0.15,0.4905085395122733,1.0,-0.038150144269365034,false,false,Inf,0.21071923147790628,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,square,4.7936945347930155,1,0.35,0.5814615370899917,0.965,-0.038237788338248355,false,true,0.59,0.2359161801580701,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,square,27.805688605803702,2,0.15,0.24247182043447074,1.0,0.16314002171768646,false,false,Inf,0.18952020070423628,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,square,27.805688605803702,2,0.35,0.35,1.0,0.16374715093375158,false,false,Inf,0.21493175567047182,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,chirp,14.734695721092425,1,0.15,0.33820685973509,1.0,0.20729677138064972,false,false,Inf,0.2098357725216414,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,chirp,14.734695721092425,1,0.35,0.4712748874005857,1.0,0.20736386399428386,false,false,Inf,0.23482752898680218,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,chirp,12.06342386320565,2,0.15,0.36192428336478427,1.0,0.20668040764495899,false,false,Inf,0.21261998141076166,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,chirp,12.06342386320565,2,0.35,0.4868193853316108,1.0,0.20674750024138802,false,false,Inf,0.2376118173215246,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,multifreq,3.1590259730491264,1,0.15,0.333167118065685,1.0,0.13140051417934695,false,false,Inf,0.20382031520685434,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,multifreq,3.1590259730491264,1,0.35,0.36513024357000895,1.0,0.13146760670492777,false,false,Inf,0.22881213690425806,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,multifreq,19.19407725931535,2,0.15,0.22397404852271033,1.0,0.21612174605478512,false,false,Inf,0.19581530575139952,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,multifreq,19.19407725931535,2,0.35,0.36684227971617533,1.0,0.2161888385799112,false,false,Inf,0.22080716058746183,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,ou_noise,1.9584911623554186,1,0.15,0.3181264899768936,1.0,0.3181264899768936,false,false,Inf,0.03417749873244921,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,ou_noise,1.9584911623554186,1,0.35,0.35,1.0,0.3181935825024741,false,false,Inf,0.059169320429852845,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,ou_noise,10.61949299696021,2,0.15,0.3984307121760801,1.0,0.08235620628924054,false,false,Inf,0.12760163977257666,0.0
B0_none,4,0,linear,0.7585775750291838,-0.12,ou_noise,10.61949299696021,2,0.35,0.40098638970598854,1.0,0.08242329881482098,false,false,Inf,0.1525934614699804,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,sinusoid,4.163018635284316,1,0.15,0.4482737660157162,1.0,0.41051121758347237,false,false,Inf,0.19752049465167923,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,sinusoid,4.163018635284316,1,0.35,0.514654708504233,0.97875,0.41057831010905166,false,true,0.22,0.22251228814810733,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,sinusoid,5.247012731144599,2,0.15,0.40015572122453513,1.0,0.047397809988170635,false,false,Inf,0.20781720928411182,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,sinusoid,5.247012731144599,2,0.35,0.543074646730455,0.96625,0.047464902513754195,false,true,0.19,0.23280906228467277,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,square,12.320768884513516,1,0.15,0.38281110596710727,1.0,0.2461565243638093,false,false,Inf,0.2090706052671289,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,square,12.320768884513516,1,0.35,0.5349144148516617,0.99,0.24640880207280702,false,true,0.23,0.2342057476296316,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,square,6.015199253199496,2,0.15,0.47877833375965667,1.0,0.09123546468568593,false,false,Inf,0.20970236160297778,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,square,6.015199253199496,2,0.35,0.6197159081755533,0.96125,0.09028718837127514,false,true,0.18,0.234332300509667,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,chirp,3.3981933280190026,1,0.15,0.67756637139488,0.915,0.21376466847029296,false,true,0.73,0.2582996480345259,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,chirp,3.3981933280190026,1,0.35,0.7452514257745677,0.89125,0.21383176099605142,false,true,0.58,0.2832912236915819,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,chirp,1.8438187427853845,2,0.15,0.7982588074381444,0.85875,0.29095079780239935,false,true,0.93,0.28648546995831414,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,chirp,1.8438187427853845,2,0.35,0.8407417255695422,0.8375,0.29101789032794095,false,true,0.78,0.3114775738143274,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,multifreq,0.5873822086701164,1,0.15,0.7136335532866864,0.81375,0.13063720167882278,false,true,0.65,0.27229084008382476,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,multifreq,0.5873822086701164,1,0.35,0.7648669107008786,0.7775,0.13070429420440335,false,true,0.4,0.29728266178122814,0.0
B0_none,4,0,linear,1.0633265716371612,0.026666666666666637,multifreq,10.010537289016249,2,0.15,0.2648509313774298,1.0,0.17584846121488754,false,false,Inf,0.19487789004915818,0.0
