n,rho,beta,delta,perturbation,is_cantor,regression_rate,over_intervention_rate,guard_activation_rate,guard_caught_rate,leaf_width,guard_measure,rho_star_pred,rho_star_pred_two_sided
3,0.22,0.625,0.0066549999999999995,uniform,False,0.0,0.02306,0.914795,0.891735,0.010648,0.9148160000000001,0.38095238095238093,0.3076923076923077
3,0.22,0.625,0.0066549999999999995,worst_case,False,0.0,0.046,0.9148,0.8688,0.010648,0.9148160000000001,0.38095238095238093,0.3076923076923077
3,0.22,0.75,0.007986,uniform,False,0.0,0.027485,0.91451,0.887025,0.010648,0.9148160000000001,0.36363636363636365,0.2857142857142857
3,0.22,0.75,0.007986,worst_case,False,0.0,0.05525,0.91482,0.85957,0.010648,0.9148160000000001,0.36363636363636365,0.2857142857142857
3,0.22,1.0,0.010648,uniform,False,0.0,0.03661,0.91467,0.87806,0.010648,0.9148160000000001,0.3333333333333333,0.25
3,0.22,1.0,0.010648,worst_case,False,0.0,0.073835,0.91485,0.841015,0.010648,0.9148160000000001,0.3333333333333333,0.25
3,0.22,1.5,0.015972,uniform,False,0.0,0.049265,0.91443,0.865165,0.010648,0.9148160000000001,0.2857142857142857,0.2
3,0.22,1.5,0.015972,worst_case,False,0.0,0.073835,0.90949,0.835655,0.010648,0.9148160000000001,0.2857142857142857,0.2
3,0.24,0.25,0.0034559999999999994,uniform,False,0.0,0.01205,0.88914,0.87709,0.013823999999999998,0.8894080000000001,0.4444444444444444,0.4
3,0.24,0.25,0.0034559999999999994,worst_case,False,0.0,0.02427,0.889455,0.865185,0.013823999999999998,0.8894080000000001,0.4444444444444444,0.4
3,0.24,0.375,0.005183999999999999,uniform,False,0.0,0.018115,0.889065,0.87095,0.013823999999999998,0.8894080000000001,0.42105263157894735,0.36363636363636365
3,0.24,0.375,0.005183999999999999,worst_case,False,0.0,0.03623,0.88959,0.85336,0.013823999999999998,0.8894080000000001,0.42105263157894735,0.36363636363636365
3,0.24,0.5,0.006911999999999999,uniform,False,0.0,0.024425,0.889175,0.86475,0.013823999999999998,0.8894080000000001,0.4,0.3333333333333333
3,0.24,0.5,0.006911999999999999,worst_case,False,0.0,0.048365,0.88984,0.841475,0.013823999999999998,0.8894080000000001,0.4,0.3333333333333333
3,0.24,0.625,0.008639999999999998,uniform,False,0.0,0.03056,0.88957,0.85901,0.013823999999999998,0.8894080000000001,0.38095238095238093,0.3076923076923077
3,0.24,0.625,0.008639999999999998,worst_case,False,0.0,0.06033,0.889645,0.829315,0.013823999999999998,0.8894080000000001,0.38095238095238093,0.3076923076923077
3,0.24,0.75,0.010367999999999999,uniform,False,0.0,0.0364,0.88953,0.85313,0.013823999999999998,0.8894080000000001,0.36363636363636365,0.2857142857142857
3,0.24,0.75,0.010367999999999999,worst_case,False,0.0,0.07252,0.88949,0.81697,0.013823999999999998,0.8894080000000001,0.36363636363636365,0.2857142857142857
3,0.24,1.0,0.013823999999999998,uniform,False,0.0,0.048335,0.88952,0.841185,0.013823999999999998,0.8894080000000001,0.3333333333333333,0.25
3,0.24,1.0,0.013823999999999998,worst_case,False,0.0,0.096735,0.889955,0.79322,0.013823999999999998,0.8894080000000001,0.3333333333333333,0.25
3,0.24,1.5,0.020735999999999997,uniform,False,0.0,0.06473,0.888545,0.823815,0.013823999999999998,0.8894080000000001,0.2857142857142857,0.2
3,0.24,1.5,0.020735999999999997,worst_case,False,0.0,0.096735,0.88266,0.785925,0.013823999999999998,0.8894080000000001,0.2857142857142857,0.2
3,0.26,0.25,0.004394,uniform,False,0.0,0.015535,0.85917,0.843635,0.017576,0.859392,0.4444444444444444,0.4
3,0.26,0.25,0.004394,worst_case,False,0.0,0.030755,0.85883,0.828075,0.017576,0.859392,0.4444444444444444,0.4
3,0.26,0.375,0.0065910000000000005,uniform,False,0.0,0.0231,0.858735,0.835635,0.017576,0.859392,0.42105263157894735,0.36363636363636365
3,0.26,0.375,0.0065910000000000005,worst_case,False,0.0,0.0457,0.858205,0.812505,0.017576,0.859392,0.42105263157894735,0.36363636363636365
3,0.26,0.5,0.008788,uniform,False,0.0,0.030535,0.858575,0.82804,0.017576,0.859392,0.4,0.3333333333333333
3,0.26,0.5,0.008788,worst_case,False,0.0,0.06121,0.858865,0.797655,0.017576,0.859392,0.4,0.3333333333333333
3,0.26,0.625,0.010985000000000002,uniform,False,0.0,0.03824,0.85855,0.82031,0.017576,0.859392,0.38095238095238093,0.3076923076923077
3,0.26,0.625,0.010985000000000002,worst_case,False,0.0,0.07665,0.859365,0.782715,0.017576,0.859392,0.38095238095238093,0.3076923076923077
3,0.26,0.75,0.013182000000000001,uniform,False,0.0,0.046215,0.858775,0.81256,0.017576,0.859392,0.36363636363636365,0.2857142857142857
3,0.26,0.75,0.013182000000000001,worst_case,False,0.0,0.09207,0.85952,0.76745,0.017576,0.859392,0.36363636363636365,0.2857142857142857
3,0.26,1.0,0.017576,uniform,False,0.0,0.06167,0.858765,0.797095,0.017576,0.859392,0.3333333333333333,0.25
3,0.26,1.0,0.017576,worst_case,False,0.0,0.123515,0.86044,0.736925,0.017576,0.859392,0.3333333333333333,0.25
3,0.26,1.5,0.026364000000000002,uniform,False,0.0,0.082075,0.857085,0.77501,0.017576,0.859392,0.2857142857142857,0.2
3,0.26,1.5,0.026364000000000002,worst_case,False,0.0,0.123515,0.85092,0.727405,0.017576,0.859392,0.2857142857142857,0.2
3,0.28,0.25,0.0054880000000000016,uniform,False,0.0,0.01953,0.824265,0.804735,0.021952000000000006,0.8243839999999999,0.4444444444444444,0.4
3,0.28,0.25,0.0054880000000000016,worst_case,False,0.0,0.039055,0.82502,0.785965,0.021952000000000006,0.8243839999999999,0.4444444444444444,0.4
3,0.28,0.375,0.008232000000000003,uniform,False,0.0,0.02915,0.824585,0.795435,0.021952000000000006,0.8243839999999999,0.42105263157894735,0.36363636363636365
3,0.28,0.375,0.008232000000000003,worst_case,False,0.0,0.058505,0.82497,0.766465,0.021952000000000006,0.8243839999999999,0.42105263157894735,0.36363636363636365
3,0.28,0.5,0.010976000000000003,uniform,False,0.0,0.03844,0.82432,0.78588,0.021952000000000006,0.8243839999999999,0.4,0.3333333333333333
3,0.28,0.5,0.010976000000000003,worst_case,False,0.0,0.076925,0.824295,0.74737,0.021952000000000006,0.8243839999999999,0.4,0.3333333333333333
3,0.28,0.625,0.013720000000000003,uniform,False,0.0,0.04803,0.82435,0.77632,0.021952000000000006,0.8243839999999999,0.38095238095238093,0.3076923076923077
3,0.28,0.625,0.013720000000000003,worst_case,False,0.0,0.09625,0.824255,0.728005,0.021952000000000006,0.8243839999999999,0.38095238095238093,0.3076923076923077
3,0.28,0.75,0.016464000000000006,uniform,False,0.0,0.05756,0.82428,0.76672,0.021952000000000006,0.8243839999999999,0.36363636363636365,0.2857142857142857
3,0.28,0.75,0.016464000000000006,worst_case,False,0.0,0.11536,0.824605,0.709245,0.021952000000000006,0.8243839999999999,0.36363636363636365,0.2857142857142857
3,0.28,1.0,0.021952000000000006,uniform,False,0.0,0.07693,0.824355,0.747425,0.021952000000000006,0.8243839999999999,0.3333333333333333,0.25
3,0.28,1.0,0.021952000000000006,worst_case,False,0.0,0.15368,0.82477,0.67109,0.021952000000000006,0.8243839999999999,0.3333333333333333,0.25
3,0.28,1.5,0.03292800000000001,uniform,False,0.0,0.102995,0.822675,0.71968,0.021952000000000006,0.8243839999999999,0.2857142857142857,0.2
3,0.28,1.5,0.03292800000000001,worst_case,False,0.0,0.15368,0.812945,0.659265,0.021952000000000006,0.8243839999999999,0.2857142857142857,0.2
3,0.3,0.25,0.006749999999999999,uniform,False,0.0,0.0233,0.78388,0.76058,0.026999999999999996,0.784,0.4444444444444444,0.4
3,0.3,0.25,0.006749999999999999,worst_case,False,0.0,0.047225,0.784425,0.7372,0.026999999999999996,0.784,0.4444444444444444,0.4
3,0.3,0.375,0.010124999999999999,uniform,False,0.0,0.034845,0.784055,0.74921,0.026999999999999996,0.784,0.42105263157894735,0.36363636363636365
3,0.3,0.375,0.010124999999999999,worst_case,False,0.0,0.070495,0.784295,0.7138,0.026999999999999996,0.784,0.42105263157894735,0.36363636363636365
3,0.3,0.5,0.013499999999999998,uniform,False,0.0,0.04652,0.78411,0.73759,0.026999999999999996,0.784,0.4,0.3333333333333333
3,0.3,0.5,0.013499999999999998,worst_case,False,0.0,0.09431,0.78394,0.68963,0.026999999999999996,0.784,0.4,0.3333333333333333
3,0.3,0.625,0.016874999999999998,uniform,False,0.0,0.058305,0.783855,0.72555,0.026999999999999996,0.784,0.38095238095238093,0.3076923076923077
3,0.3,0.625,0.016874999999999998,worst_case,False,0.0,0.11751,0.78321,0.6657,0.026999999999999996,0.784,0.38095238095238093,0.3076923076923077
3,0.3,0.75,0.020249999999999997,uniform,False,0.0,0.070405,0.783835,0.71343,0.026999999999999996,0.784,0.36363636363636365,0.2857142857142857
3,0.3,0.75,0.020249999999999997,worst_case,False,0.0,0.14146,0.783435,0.641975,0.026999999999999996,0.784,0.36363636363636365,0.2857142857142857
3,0.3,1.0,0.026999999999999996,uniform,False,0.0,0.09376,0.78413,0.69037,0.026999999999999996,0.784,0.3333333333333333,0.25
3,0.3,1.0,0.026999999999999996,worst_case,False,0.0,0.188025,0.782685,0.59466,0.026999999999999996,0.784,0.3333333333333333,0.25
3,0.3,1.5,0.040499999999999994,uniform,False,0.000915,0.12403,0.781525,0.657495,0.026999999999999996,0.784,0.2857142857142857,0.2
3,0.3,1.5,0.040499999999999994,worst_case,False,0.01807,0.169955,0.770105,0.60015,0.026999999999999996,0.784,0.2857142857142857,0.2
3,0.31,0.25,0.0074477499999999995,uniform,False,0.0,0.025875,0.7621,0.736225,0.029790999999999998,0.761672,0.4444444444444444,0.4
3,0.31,0.25,0.0074477499999999995,worst_case,False,0.0,0.05187,0.76181,0.70994,0.029790999999999998,0.761672,0.4444444444444444,0.4
3,0.31,0.375,0.011171625,uniform,False,0.0,0.03911,0.762055,0.722945,0.029790999999999998,0.761672,0.42105263157894735,0.36363636363636365
3,0.31,0.375,0.011171625,worst_case,False,0.0,0.07778,0.76139,0.68361,0.029790999999999998,0.761672,0.42105263157894735,0.36363636363636365
3,0.31,0.5,0.014895499999999999,uniform,False,0.0,0.05226,0.76229,0.71003,0.029790999999999998,0.761672,0.4,0.3333333333333333
3,0.31,0.5,0.014895499999999999,worst_case,False,0.0,0.10346,0.76105,0.65759,0.029790999999999998,0.761672,0.4,0.3333333333333333
3,0.31,0.625,0.018619375,uniform,False,0.0,0.065405,0.7626,0.697195,0.029790999999999998,0.761672,0.38095238095238093,0.3076923076923077
3,0.31,0.625,0.018619375,worst_case,False,0.0,0.12938,0.760315,0.630935,0.029790999999999998,0.761672,0.38095238095238093,0.3076923076923077
3,0.31,0.75,0.02234325,uniform,False,0.0,0.078045,0.762175,0.68413,0.029790999999999998,0.761672,0.36363636363636365,0.2857142857142857
3,0.31,0.75,0.02234325,worst_case,False,0.0,0.15583,0.760495,0.604665,0.029790999999999998,0.761672,0.36363636363636365,0.2857142857142857
3,0.31,1.0,0.029790999999999998,uniform,False,0.0,0.10368,0.761355,0.657675,0.029790999999999998,0.761672,0.3333333333333333,0.25
3,0.31,1.0,0.029790999999999998,worst_case,False,0.0,0.207795,0.761335,0.55354,0.029790999999999998,0.761672,0.3333333333333333,0.25
3,0.31,1.5,0.0446865,uniform,False,0.00281,0.13524,0.758895,0.623655,0.029790999999999998,0.761672,0.2857142857142857,0.2
3,0.31,1.5,0.0446865,worst_case,False,0.03292,0.174875,0.74674,0.571865,0.029790999999999998,0.761672,0.2857142857142857,0.2
3,0.32,0.25,0.008192000000000001,uniform,False,0.0,0.028785,0.73787,0.709085,0.032768000000000005,0.7378560000000001,0.4444444444444444,0.4
3,0.32,0.25,0.008192000000000001,worst_case,False,0.0,0.05715,0.737595,0.680445,0.032768000000000005,0.7378560000000001,0.4444444444444444,0.4
3,0.32,0.375,0.012288000000000002,uniform,False,0.0,0.04298,0.737655,0.694675,0.032768000000000005,0.7378560000000001,0.42105263157894735,0.36363636363636365
3,0.32,0.375,0.012288000000000002,worst_case,False,0.0,0.08531,0.73685,0.65154,0.032768000000000005,0.7378560000000001,0.42105263157894735,0.36363636363636365
3,0.32,0.5,0.016384000000000003,uniform,False,0.0,0.05776,0.737865,0.680105,0.032768000000000005,0.7378560000000001,0.4,0.3333333333333333
3,0.32,0.5,0.016384000000000003,worst_case,False,0.0,0.11412,0.73712,0.623,0.032768000000000005,0.7378560000000001,0.4,0.3333333333333333
3,0.32,0.625,0.020480000000000005,uniform,False,0.0,0.07147,0.73712,0.66565,0.032768000000000005,0.7378560000000001,0.38095238095238093,0.3076923076923077
3,0.32,0.625,0.020480000000000005,worst_case,False,0.0,0.142555,0.737505,0.59495,0.032768000000000005,0.7378560000000001,0.38095238095238093,0.3076923076923077
3,0.32,0.75,0.024576000000000004,uniform,False,0.0,0.08566,0.737315,0.651655,0.032768000000000005,0.7378560000000001,0.36363636363636365,0.2857142857142857
3,0.32,0.75,0.024576000000000004,worst_case,False,0.0,0.171825,0.73754,0.565715,0.032768000000000005,0.7378560000000001,0.36363636363636365,0.2857142857142857
3,0.32,1.0,0.032768000000000005,uniform,False,0.0,0.11406,0.73678,0.62272,0.032768000000000005,0.7378560000000001,0.3333333333333333,0.25
3,0.32,1.0,0.032768000000000005,worst_case,False,0.0,0.229,0.73785,0.50885,0.032768000000000005,0.7378560000000001,0.3333333333333333,0.25
3,0.32,1.5,0.04915200000000001,uniform,False,0.00587,0.14667,0.735365,0.588695,0.032768000000000005,0.7378560000000001,0.2857142857142857,0.2
3,0.32,1.5,0.04915200000000001,worst_case,False,0.048785,0.180215,0.722215,0.542,0.032768000000000005,0.7378560000000001,0.2857142857142857,0.2
3,0.3333333333333333,0.25,0.009259259259259257,uniform,True,0.0,0.03219,0.70237,0.67018,0.03703703703703703,0.7037037037037037,0.4444444444444444,0.4
3,0.3333333333333333,0.25,0.009259259259259257,worst_case,True,0.0,0.064995,0.70313,0.638135,0.03703703703703703,0.7037037037037037,0.4444444444444444,0.4
3,0.3333333333333333,0.375,0.013888888888888885,uniform,True,0.0,0.048315,0.702695,0.65438,0.03703703703703703,0.7037037037037037,0.42105263157894735,0.36363636363636365
3,0.3333333333333333,0.375,0.013888888888888885,worst_case,True,0.0,0.09751,0.703735,0.606225,0.03703703703703703,0.7037037037037037,0.42105263157894735,0.36363636363636365
3,0.3333333333333333,0.5,0.018518518518518514,uniform,True,0.0,0.063985,0.702325,0.63834,0.03703703703703703,0.7037037037037037,0.4,0.3333333333333333
3,0.3333333333333333,0.5,0.018518518518518514,worst_case,True,0.0,0.130405,0.703895,0.57349,0.03703703703703703,0.7037037037037037,0.4,0.3333333333333333
3,0.3333333333333333,0.625,0.023148148148148143,uniform,True,0.0,0.08042,0.70233,0.62191,0.03703703703703703,0.7037037037037037,0.38095238095238093,0.3076923076923077
3,0.3333333333333333,0.625,0.023148148148148143,worst_case,True,0.0,0.16326,0.70428,0.54102,0.03703703703703703,0.7037037037037037,0.38095238095238093,0.3076923076923077
3,0.3333333333333333,0.75,0.02777777777777777,uniform,True,0.0,0.09707,0.703085,0.606015,0.03703703703703703,0.7037037037037037,0.36363636363636365,0.2857142857142857
3,0.3333333333333333,0.75,0.02777777777777777,worst_case,True,0.0,0.195195,0.703985,0.50879,0.03703703703703703,0.7037037037037037,0.36363636363636365,0.2857142857142857
3,0.3333333333333333,1.0,0.03703703703703703,uniform,True,0.0,0.12937,0.70331,0.57394,0.03703703703703703,0.7037037037037037,0.3333333333333333,0.25
3,0.3333333333333333,1.0,0.03703703703703703,worst_case,True,0.0,0.26092,0.70456,0.44364,0.03703703703703703,0.7037037037037037,0.3333333333333333,0.25
3,0.3333333333333333,1.5,0.05555555555555554,uniform,True,0.01234,0.161075,0.70097,0.539895,0.03703703703703703,0.7037037037037037,0.2857142857142857,0.2
3,0.3333333333333333,1.5,0.05555555555555554,worst_case,True,0.074435,0.186485,0.68537,0.498885,0.03703703703703703,0.7037037037037037,0.2857142857142857,0.2
3,0.34,0.25,0.009826000000000001,uniform,False,0.0,0.034225,0.684015,0.64979,0.039304000000000006,0.685568,0.4444444444444444,0.4
3,0.34,0.25,0.009826000000000001,worst_case,False,0.0,0.068995,0.68452,0.615525,0.039304000000000006,0.685568,0.4444444444444444,0.4
3,0.34,0.375,0.014739000000000002,uniform,False,0.0,0.051015,0.6841,0.633085,0.039304000000000006,0.685568,0.42105263157894735,0.36363636363636365
3,0.34,0.375,0.014739000000000002,worst_case,False,0.0,0.10432,0.68624,0.58192,0.039304000000000006,0.685568,0.42105263157894735,0.36363636363636365
3,0.34,0.5,0.019652000000000003,uniform,False,0.0,0.067725,0.68329,0.615565,0.039304000000000006,0.685568,0.4,0.3333333333333333
3,0.34,0.5,0.019652000000000003,worst_case,False,0.0,0.139195,0.686155,0.54696,0.039304000000000006,0.685568,0.4,0.3333333333333333
3,0.34,0.625,0.024565000000000003,uniform,False,0.0,0.085385,0.68404,0.598655,0.039304000000000006,0.685568,0.38095238095238093,0.3076923076923077
3,0.34,0.625,0.024565000000000003,worst_case,False,0.0,0.173175,0.685765,0.51259,0.039304000000000006,0.685568,0.38095238095238093,0.3076923076923077
3,0.34,0.75,0.029478000000000004,uniform,False,0.0,0.10251,0.684185,0.581675,0.039304000000000006,0.685568,0.36363636363636365,0.2857142857142857
3,0.34,0.75,0.029478000000000004,worst_case,False,0.0,0.20806,0.685415,0.477355,0.039304000000000006,0.685568,0.36363636363636365,0.2857142857142857
3,0.34,1.0,0.039304000000000006,uniform,False,0.00022,0.137465,0.68537,0.547905,0.039304000000000006,0.685568,0.3333333333333333,0.25
3,0.34,1.0,0.039304000000000006,worst_case,False,0.009485,0.267585,0.686785,0.4192,0.039304000000000006,0.685568,0.3333333333333333,0.25
3,0.34,1.5,0.05895600000000001,uniform,False,0.016425,0.16753,0.68252,0.51499,0.039304000000000006,0.685568,0.2857142857142857,0.2
3,0.34,1.5,0.05895600000000001,worst_case,False,0.0889,0.18817,0.6659,0.47773,0.039304000000000006,0.685568,0.2857142857142857,0.2
3,0.35,0.25,0.010718749999999997,uniform,False,0.0,0.03702,0.655505,0.618485,0.04287499999999999,0.657,0.4444444444444444,0.4
3,0.35,0.25,0.010718749999999997,worst_case,False,0.0,0.07488,0.656195,0.581315,0.04287499999999999,0.657,0.4444444444444444,0.4
3,0.35,0.375,0.016078124999999995,uniform,False,0.0,0.056205,0.655715,0.59951,0.04287499999999999,0.657,0.42105263157894735,0.36363636363636365
3,0.35,0.375,0.016078124999999995,worst_case,False,0.0,0.11287,0.656905,0.544035,0.04287499999999999,0.657,0.42105263157894735,0.36363636363636365
3,0.35,0.5,0.021437499999999995,uniform,False,0.0,0.074345,0.6554,0.581055,0.04287499999999999,0.657,0.4,0.3333333333333333
3,0.35,0.5,0.021437499999999995,worst_case,False,0.0,0.150615,0.65695,0.506335,0.04287499999999999,0.657,0.4,0.3333333333333333
3,0.35,0.625,0.026796874999999994,uniform,False,0.0,0.093185,0.65559,0.562405,0.04287499999999999,0.657,0.38095238095238093,0.3076923076923077
3,0.35,0.625,0.026796874999999994,worst_case,False,0.0,0.18864,0.657525,0.468885,0.04287499999999999,0.657,0.38095238095238093,0.3076923076923077
3,0.35,0.75,0.03215624999999999,uniform,False,0.0,0.11219,0.655635,0.543445,0.04287499999999999,0.657,0.36363636363636365,0.2857142857142857
3,0.35,0.75,0.03215624999999999,worst_case,False,0.0,0.22667,0.658,0.43133,0.04287499999999999,0.657,0.36363636363636365,0.2857142857142857
3,0.35,1.0,0.04287499999999999,uniform,False,0.001875,0.148395,0.65602,0.507625,0.04287499999999999,0.657,0.3333333333333333,0.25
3,0.35,1.0,0.04287499999999999,worst_case,False,0.024655,0.277045,0.658085,0.38104,0.04287499999999999,0.657,0.3333333333333333,0.25
3,0.35,1.5,0.06431249999999998,uniform,False,0.023365,0.17728,0.653185,0.475905,0.04287499999999999,0.657,0.2857142857142857,0.2
3,0.35,1.5,0.06431249999999998,worst_case,False,0.111345,0.190355,0.63527,0.444915,0.04287499999999999,0.657,0.2857142857142857,0.2
3,0.36,0.25,0.011663999999999999,uniform,False,0.0,0.04013,0.62453,0.5844,0.046655999999999996,0.626752,0.4444444444444444,0.4
3,0.36,0.25,0.011663999999999999,worst_case,False,0.0,0.081805,0.625805,0.544,0.046655999999999996,0.626752,0.4444444444444444,0.4
3,0.36,0.375,0.017495999999999998,uniform,False,0.0,0.060565,0.62469,0.564125,0.046655999999999996,0.626752,0.42105263157894735,0.36363636363636365
3,0.36,0.375,0.017495999999999998,worst_case,False,0.0,0.122145,0.625945,0.5038,0.046655999999999996,0.626752,0.42105263157894735,0.36363636363636365
3,0.36,0.5,0.023327999999999998,uniform,False,0.0,0.08169,0.62554,0.54385,0.046655999999999996,0.626752,0.4,0.3333333333333333
3,0.36,0.5,0.023327999999999998,worst_case,False,0.0,0.163095,0.626215,0.46312,0.046655999999999996,0.626752,0.4,0.3333333333333333
3,0.36,0.625,0.02916,uniform,False,0.0,0.102535,0.62581,0.523275,0.046655999999999996,0.626752,0.38095238095238093,0.3076923076923077
3,0.36,0.625,0.02916,worst_case,False,0.0,0.205045,0.62805,0.423005,0.046655999999999996,0.626752,0.38095238095238093,0.3076923076923077
3,0.36,0.75,0.034991999999999995,uniform,False,0.0,0.12268,0.625465,0.502785,0.046655999999999996,0.626752,0.36363636363636365,0.2857142857142857
3,0.36,0.75,0.034991999999999995,worst_case,False,0.0,0.246285,0.62796,0.381675,0.046655999999999996,0.626752,0.36363636363636365,0.2857142857142857
3,0.36,1.0,0.046655999999999996,uniform,False,0.00455,0.15898,0.62576,0.46678,0.046655999999999996,0.626752,0.3333333333333333,0.25
3,0.36,1.0,0.046655999999999996,worst_case,False,0.040925,0.28677,0.62801,0.34124,0.046655999999999996,0.626752,0.3333333333333333,0.25
3,0.36,1.5,0.06998399999999999,uniform,False,0.032285,0.185235,0.62256,0.437325,0.046655999999999996,0.626752,0.2857142857142857,0.2
3,0.36,1.5,0.06998399999999999,worst_case,False,0.13551,0.192185,0.60233,0.410145,0.046655999999999996,0.626752,0.2857142857142857,0.2
3,0.38,0.25,0.013718000000000001,uniform,False,0.0,0.048905,0.560495,0.51159,0.054872000000000004,0.561024,0.4444444444444444,0.4
3,0.38,0.25,0.013718000000000001,worst_case,False,0.0,0.096865,0.559955,0.46309,0.054872000000000004,0.561024,0.4444444444444444,0.4
3,0.38,0.375,0.020577,uniform,False,0.0,0.07271,0.55972,0.48701,0.054872000000000004,0.561024,0.42105263157894735,0.36363636363636365
3,0.38,0.375,0.020577,worst_case,False,0.0,0.14482,0.560565,0.415745,0.054872000000000004,0.561024,0.42105263157894735,0.36363636363636365
3,0.38,0.5,0.027436000000000002,uniform,False,0.0,0.096845,0.56058,0.463735,0.054872000000000004,0.561024,0.4,0.3333333333333333
3,0.38,0.5,0.027436000000000002,worst_case,False,0.0,0.1942,0.5624,0.3682,0.054872000000000004,0.561024,0.4,0.3333333333333333
3,0.38,0.625,0.034295000000000006,uniform,False,0.0,0.12084,0.560275,0.439435,0.054872000000000004,0.561024,0.38095238095238093,0.3076923076923077
3,0.38,0.625,0.034295000000000006,worst_case,False,0.0,0.24178,0.56144,0.31966,0.054872000000000004,0.561024,0.38095238095238093,0.3076923076923077
3,0.38,0.75,0.041154,uniform,False,0.00215,0.14295,0.56109,0.41814,0.054872000000000004,0.561024,0.36363636363636365,0.2857142857142857
3,0.38,0.75,0.041154,worst_case,False,0.02611,0.2633,0.56095,0.29765,0.054872000000000004,0.561024,0.36363636363636365,0.2857142857142857
3,0.38,1.0,0.054872000000000004,uniform,False,0.01517,0.177515,0.560145,0.38263,0.054872000000000004,0.561024,0.3333333333333333,0.25
3,0.38,1.0,0.054872000000000004,worst_case,False,0.081105,0.30522,0.561455,0.256235,0.054872000000000004,0.561024,0.3333333333333333,0.25
3,0.38,1.5,0.082308,uniform,False,0.05529,0.201135,0.555365,0.35423,0.054872000000000004,0.561024,0.2857142857142857,0.2
3,0.38,1.5,0.082308,worst_case,False,0.191575,0.19475,0.53352,0.33877,0.054872000000000004,0.561024,0.2857142857142857,0.2
3,0.4,0.25,0.016000000000000004,uniform,False,0.0,0.05586,0.488425,0.432565,0.06400000000000002,0.48799999999999993,0.4444444444444444,0.4
3,0.4,0.25,0.016000000000000004,worst_case,False,0.0,0.112165,0.487085,0.37492,0.06400000000000002,0.48799999999999993,0.4444444444444444,0.4
3,0.4,0.375,0.024000000000000007,uniform,False,0.0,0.083825,0.488145,0.40432,0.06400000000000002,0.48799999999999993,0.42105263157894735,0.36363636363636365
