dataset,prompt_id,block,first_version_used,raw_text_committed
harmfulqa,dfae7e0f0b30211f,D_beh_g1_dev,V3.3.5,False
harmfulqa,dfe393d085f89b68,D_beh_g1_dev,V3.3.5,False
harmfulqa,e479f2411380fab9,D_beh_g1_dev,V3.3.5,False
harmfulqa,e5261481ab7e0be2,D_beh_g1_dev,V3.3.5,False
harmfulqa,e8b026666911c0e7,D_beh_g1_dev,V3.3.5,False
harmfulqa,e8dc0038872886f7,D_beh_g1_dev,V3.3.5,False
harmfulqa,eade3dfc41ae53f5,D_beh_g1_dev,V3.3.5,False
harmfulqa,ec20e5b7c2f08914,D_beh_g1_dev,V3.3.5,False
harmfulqa,f034d63b674be92a,D_beh_g1_dev,V3.3.5,False
harmfulqa,f8e0f723c71f4633,D_beh_g1_dev,V3.3.5,False
harmfulqa,03af373e2ccac024,D_beh_g1_confirm,V3.3.5,False
harmfulqa,06713a2b1d70caf5,D_beh_g1_confirm,V3.3.5,False
harmfulqa,07b8972421778012,D_beh_g1_confirm,V3.3.5,False
harmfulqa,08d8c13fc170bba7,D_beh_g1_confirm,V3.3.5,False
harmfulqa,0ba0586306b4097f,D_beh_g1_confirm,V3.3.5,False
harmfulqa,1223df77b59a2eb0,D_beh_g1_confirm,V3.3.5,False
harmfulqa,2372383b641110f5,D_beh_g1_confirm,V3.3.5,False
harmfulqa,2396d51ba42d8f40,D_beh_g1_confirm,V3.3.5,False
harmfulqa,3387f435fcb41da2,D_beh_g1_confirm,V3.3.5,False
harmfulqa,350afc5f2b1cd141,D_beh_g1_confirm,V3.3.5,False
harmfulqa,37bacccf1d86b9d2,D_beh_g1_confirm,V3.3.5,False
harmfulqa,3939279b4a14ef8f,D_beh_g1_confirm,V3.3.5,False
harmfulqa,45f64b55cd783359,D_beh_g1_confirm,V3.3.5,False
harmfulqa,506c965ec2ae4789,D_beh_g1_confirm,V3.3.5,False
harmfulqa,54e31531e7553a49,D_beh_g1_confirm,V3.3.5,False
harmfulqa,57f1791495e12588,D_beh_g1_confirm,V3.3.5,False
harmfulqa,58fc97a0e39324f7,D_beh_g1_confirm,V3.3.5,False
harmfulqa,5b7557dccb1df590,D_beh_g1_confirm,V3.3.5,False
harmfulqa,5fccbcf73496c6cb,D_beh_g1_confirm,V3.3.5,False
harmfulqa,62119dcb04f0262c,D_beh_g1_confirm,V3.3.5,False
harmfulqa,6328b384c58fc487,D_beh_g1_confirm,V3.3.5,False
harmfulqa,67bb86883e9fb73e,D_beh_g1_confirm,V3.3.5,False
harmfulqa,69cb8ce660fbc9d9,D_beh_g1_confirm,V3.3.5,False
harmfulqa,704a1f9ca0d219a1,D_beh_g1_confirm,V3.3.5,False
harmfulqa,724dd99a8e89f1a5,D_beh_g1_confirm,V3.3.5,False
harmfulqa,73809ccff82bc012,D_beh_g1_confirm,V3.3.5,False
harmfulqa,75c08d3a0aaae2a8,D_beh_g1_confirm,V3.3.5,False
harmfulqa,76cad8987e7afa5a,D_beh_g1_confirm,V3.3.5,False
harmfulqa,7c51c9b9272cf24c,D_beh_g1_confirm,V3.3.5,False
harmfulqa,7f43a93c7a64a869,D_beh_g1_confirm,V3.3.5,False
harmfulqa,808888f6012abada,D_beh_g1_confirm,V3.3.5,False
harmfulqa,898155ed33e3fc80,D_beh_g1_confirm,V3.3.5,False
harmfulqa,8b3eeb04ae8a552f,D_beh_g1_confirm,V3.3.5,False
harmfulqa,960eb9a048b07b08,D_beh_g1_confirm,V3.3.5,False
harmfulqa,9a81a84e197ad460,D_beh_g1_confirm,V3.3.5,False
harmfulqa,9bc5303b4a76d913,D_beh_g1_confirm,V3.3.5,False
harmfulqa,a236e09a021a21bd,D_beh_g1_confirm,V3.3.5,False
harmfulqa,ac0372e08ee6b4d7,D_beh_g1_confirm,V3.3.5,False
harmfulqa,ad682f62b3682621,D_beh_g1_confirm,V3.3.5,False
harmfulqa,aef994f4d6ac3eab,D_beh_g1_confirm,V3.3.5,False
harmfulqa,b00f397a8020edfe,D_beh_g1_confirm,V3.3.5,False
harmfulqa,b26b8c5171528dcc,D_beh_g1_confirm,V3.3.5,False
harmfulqa,c03e6948dad5faa5,D_beh_g1_confirm,V3.3.5,False
harmfulqa,c27399ce87bc90d4,D_beh_g1_confirm,V3.3.5,False
harmfulqa,c3b4a3d14786d216,D_beh_g1_confirm,V3.3.5,False
harmfulqa,c4f636ae69c7e74b,D_beh_g1_confirm,V3.3.5,False
harmfulqa,cbf359c8f180ba2d,D_beh_g1_confirm,V3.3.5,False
harmfulqa,ce5d219b973301fe,D_beh_g1_confirm,V3.3.5,False
harmfulqa,d8670f15fb74aa70,D_beh_g1_confirm,V3.3.5,False
harmfulqa,d91ca6004180c09b,D_beh_g1_confirm,V3.3.5,False
harmfulqa,dba4c25d6ffa3c43,D_beh_g1_confirm,V3.3.5,False
harmfulqa,dd11a7b1dc078174,D_beh_g1_confirm,V3.3.5,False
harmfulqa,e1940a00db41ef09,D_beh_g1_confirm,V3.3.5,False
harmfulqa,ea1765afbd3d4ede,D_beh_g1_confirm,V3.3.5,False
harmfulqa,ec1c7e9ce83a107d,D_beh_g1_confirm,V3.3.5,False
harmfulqa,f60d8948c772494b,D_beh_g1_confirm,V3.3.5,False
harmfulqa,f781d43d2c799384,D_beh_g1_confirm,V3.3.5,False
harmfulqa,fd89bdd1cd646fb8,D_beh_g1_confirm,V3.3.5,False
harmfulqa,fe6d92332ebfae9c,D_beh_g1_confirm,V3.3.5,False
harmfulqa,feab5f2df460959c,D_beh_g1_confirm,V3.3.5,False
harmfulqa,01a077d953e1713f,D_window_cal,V3.3.5,False
harmfulqa,0d7e358c72eb9716,D_window_cal,V3.3.5,False
harmfulqa,100884e0ee1cf3f8,D_window_cal,V3.3.5,False
harmfulqa,1311a240e137cdb8,D_window_cal,V3.3.5,False
harmfulqa,1aa9ae71ee6026ed,D_window_cal,V3.3.5,False
harmfulqa,1c9f00d142ff3619,D_window_cal,V3.3.5,False
harmfulqa,2470060d620d9c8b,D_window_cal,V3.3.5,False
harmfulqa,30d9f2e93a7c99e3,D_window_cal,V3.3.5,False
harmfulqa,33c7d4fd2d62a761,D_window_cal,V3.3.5,False
harmfulqa,381288c33394b84a,D_window_cal,V3.3.5,False
harmfulqa,3b11d1628ec8edb4,D_window_cal,V3.3.5,False
harmfulqa,42d3f02ace0ba6f3,D_window_cal,V3.3.5,False
harmfulqa,4555e2a3d1d81f2d,D_window_cal,V3.3.5,False
harmfulqa,47d8d4c4197e4b84,D_window_cal,V3.3.5,False
harmfulqa,4bc1c13778dc3fbd,D_window_cal,V3.3.5,False
harmfulqa,53027a8fab5378be,D_window_cal,V3.3.5,False
harmfulqa,62450ed98a95dd8c,D_window_cal,V3.3.5,False
harmfulqa,63e4f186a2b436e9,D_window_cal,V3.3.5,False
harmfulqa,6ff91d258354a188,D_window_cal,V3.3.5,False
harmfulqa,72c5109c7672e62b,D_window_cal,V3.3.5,False
harmfulqa,78439acfc5e2ec71,D_window_cal,V3.3.5,False
harmfulqa,7b169f93af9040de,D_window_cal,V3.3.5,False
harmfulqa,8cf9f1d8e5b4a485,D_window_cal,V3.3.5,False
harmfulqa,8d90de4e841f853c,D_window_cal,V3.3.5,False
harmfulqa,8ddf57e5db5aa067,D_window_cal,V3.3.5,False
harmfulqa,8fd4c4dc2b9cb1c5,D_window_cal,V3.3.5,False
harmfulqa,aca0c97cffdfb58e,D_window_cal,V3.3.5,False
harmfulqa,ae0f9e4ee86ae344,D_window_cal,V3.3.5,False
harmfulqa,ae784971c44f0364,D_window_cal,V3.3.5,False
harmfulqa,b637be19cfe06244,D_window_cal,V3.3.5,False
harmfulqa,c444c3a2f80946dc,D_window_cal,V3.3.5,False
harmfulqa,c8c0fa3845093c08,D_window_cal,V3.3.5,False
harmfulqa,d1f19683968d2b57,D_window_cal,V3.3.5,False
harmfulqa,d205fe63f8778932,D_window_cal,V3.3.5,False
harmfulqa,d8e5d0cc12e570c0,D_window_cal,V3.3.5,False
harmfulqa,dc74845e23ced3ac,D_window_cal,V3.3.5,False
harmfulqa,e961161417fdbbaf,D_window_cal,V3.3.5,False
harmfulqa,ee402de1c98ca2c2,D_window_cal,V3.3.5,False
harmfulqa,fd5d0798d8c5c737,D_window_cal,V3.3.5,False
harmfulqa,ff7ed6caf1b30257,D_window_cal,V3.3.5,False
harmfulqa,0367b050dea0e3c3,D_budget_335,V3.3.5,False
harmfulqa,04444f1101ea81d7,D_budget_335,V3.3.5,False
harmfulqa,0f1ef988ad7f67ec,D_budget_335,V3.3.5,False
harmfulqa,17c0b22d568f1c74,D_budget_335,V3.3.5,False
harmfulqa,1d74d51d90f409da,D_budget_335,V3.3.5,False
harmfulqa,24f05cbad01a6a1a,D_budget_335,V3.3.5,False
harmfulqa,2915068d13b13534,D_budget_335,V3.3.5,False
harmfulqa,495526c191568a96,D_budget_335,V3.3.5,False
harmfulqa,56eabb8fd68ea47d,D_budget_335,V3.3.5,False
harmfulqa,5d07659dbb4ac6fa,D_budget_335,V3.3.5,False
harmfulqa,5f67e7882286dfa6,D_budget_335,V3.3.5,False
harmfulqa,6010f2d6901a4bbe,D_budget_335,V3.3.5,False
harmfulqa,63cf0c5b95444984,D_budget_335,V3.3.5,False
harmfulqa,6a6c39094b4bf835,D_budget_335,V3.3.5,False
harmfulqa,76fb75591d6772c0,D_budget_335,V3.3.5,False
harmfulqa,78d7dffe5c331695,D_budget_335,V3.3.5,False
harmfulqa,7b89c126b0413713,D_budget_335,V3.3.5,False
harmfulqa,85491822116641c0,D_budget_335,V3.3.5,False
harmfulqa,8c328fbe95b0901e,D_budget_335,V3.3.5,False
harmfulqa,919954e78957bc01,D_budget_335,V3.3.5,False
harmfulqa,ab844ff298e235ed,D_budget_335,V3.3.5,False
harmfulqa,b0e253e54fe2d118,D_budget_335,V3.3.5,False
harmfulqa,b82f9b03c95d5b3b,D_budget_335,V3.3.5,False
harmfulqa,ca7ea5a6a1c74819,D_budget_335,V3.3.5,False
harmfulqa,cba9c81ffa43d0b9,D_budget_335,V3.3.5,False
harmfulqa,d1db607b391a54ca,D_budget_335,V3.3.5,False
harmfulqa,d7b8032a5a4fe3c4,D_budget_335,V3.3.5,False
harmfulqa,ddf586cd1daf9960,D_budget_335,V3.3.5,False
harmfulqa,f46620c0ffc99005,D_budget_335,V3.3.5,False
harmfulqa,fca059f1aaedf19b,D_budget_335,V3.3.5,False
harmfulqa,18cca8b4645e68b5,D_attack_dev,V3.3.5,False
harmfulqa,1cc96ed75371df37,D_attack_dev,V3.3.5,False
harmfulqa,1f13ef018e33807f,D_attack_dev,V3.3.5,False
harmfulqa,28920c6fd5e92e03,D_attack_dev,V3.3.5,False
harmfulqa,2a20121aa0e56b84,D_attack_dev,V3.3.5,False
harmfulqa,3406f4622d65f594,D_attack_dev,V3.3.5,False
harmfulqa,366405e9c26c2f9e,D_attack_dev,V3.3.5,False
harmfulqa,4c326b878561de1b,D_attack_dev,V3.3.5,False
harmfulqa,54e193e7846e198b,D_attack_dev,V3.3.5,False
harmfulqa,562b7fcce29b07fc,D_attack_dev,V3.3.5,False
harmfulqa,6fd4a4da129f7727,D_attack_dev,V3.3.5,False
harmfulqa,6fe94d39e33e102f,D_attack_dev,V3.3.5,False
harmfulqa,71065b9a04f1c052,D_attack_dev,V3.3.5,False
harmfulqa,82290894ac9038e8,D_attack_dev,V3.3.5,False
harmfulqa,82a7298e68bcb4c7,D_attack_dev,V3.3.5,False
harmfulqa,85c9f4bd0461b123,D_attack_dev,V3.3.5,False
harmfulqa,864d2f2edf2d2ab6,D_attack_dev,V3.3.5,False
harmfulqa,86c337403812c3d8,D_attack_dev,V3.3.5,False
harmfulqa,88439c519dfbfda9,D_attack_dev,V3.3.5,False
harmfulqa,8dbdef3b13916481,D_attack_dev,V3.3.5,False
harmfulqa,adff907e916ec953,D_attack_dev,V3.3.5,False
harmfulqa,b180f1f81db025c6,D_attack_dev,V3.3.5,False
harmfulqa,bb634ebfd130f28b,D_attack_dev,V3.3.5,False
harmfulqa,c293bfa0bddd2b05,D_attack_dev,V3.3.5,False
harmfulqa,c65cd51d818f2bd4,D_attack_dev,V3.3.5,False
harmfulqa,c9356d30bf0ba3c0,D_attack_dev,V3.3.5,False
harmfulqa,e0500324d67febe2,D_attack_dev,V3.3.5,False
harmfulqa,f3b6053c2d0c9910,D_attack_dev,V3.3.5,False
harmfulqa,f575b573c679e485,D_attack_dev,V3.3.5,False
harmfulqa,f94c49d7c3024983,D_attack_dev,V3.3.5,False
harmfulqa,001a7b72a0e1176f,D_final_335,V3.3.5,False
harmfulqa,074e458efb891139,D_final_335,V3.3.5,False
harmfulqa,0bbd8a13f134c892,D_final_335,V3.3.5,False
harmfulqa,1446b953505f32ba,D_final_335,V3.3.5,False
harmfulqa,14a2e89a63f1f91e,D_final_335,V3.3.5,False
harmfulqa,14a89f5541ac6446,D_final_335,V3.3.5,False
harmfulqa,14e9832cf5f0532b,D_final_335,V3.3.5,False
harmfulqa,1517a1e35688a39b,D_final_335,V3.3.5,False
harmfulqa,1669a65b54ff6eb1,D_final_335,V3.3.5,False
harmfulqa,172c02e1b6a9adb2,D_final_335,V3.3.5,False
harmfulqa,18a66938e53ce607,D_final_335,V3.3.5,False
harmfulqa,1c4e823150bd61b7,D_final_335,V3.3.5,False
harmfulqa,1d3f01187839e605,D_final_335,V3.3.5,False
harmfulqa,1dbc3d4434d126d4,D_final_335,V3.3.5,False
harmfulqa,1ee824e523227ccf,D_final_335,V3.3.5,False
harmfulqa,295794cefe6d9ad1,D_final_335,V3.3.5,False
harmfulqa,2e243cb9290bc333,D_final_335,V3.3.5,False
harmfulqa,30ece29397dddaaa,D_final_335,V3.3.5,False
harmfulqa,31227485da9e2819,D_final_335,V3.3.5,False
harmfulqa,3333d412b06bc69e,D_final_335,V3.3.5,False
harmfulqa,352b78ac19995a87,D_final_335,V3.3.5,False
harmfulqa,379a056d8b1b8301,D_final_335,V3.3.5,False
harmfulqa,37c2bc0e9a13f354,D_final_335,V3.3.5,False
harmfulqa,3891bc0fe2c6f136,D_final_335,V3.3.5,False
harmfulqa,38b184175cdfe0a6,D_final_335,V3.3.5,False
harmfulqa,38b68f1b647a488e,D_final_335,V3.3.5,False
harmfulqa,3e96414f4ab88377,D_final_335,V3.3.5,False
harmfulqa,45001de92e7fe229,D_final_335,V3.3.5,False
harmfulqa,4c98659eece1c579,D_final_335,V3.3.5,False
harmfulqa,4ebc59b735042e5a,D_final_335,V3.3.5,False
harmfulqa,501e48cbcf7d9502,D_final_335,V3.3.5,False
harmfulqa,595df93187582b34,D_final_335,V3.3.5,False
harmfulqa,59c7bbac28205c79,D_final_335,V3.3.5,False
harmfulqa,5c864fd0c3aa3cb6,D_final_335,V3.3.5,False
harmfulqa,5cc486db5db61d02,D_final_335,V3.3.5,False
harmfulqa,6431fdd7edec49e5,D_final_335,V3.3.5,False
harmfulqa,693757299cb2c120,D_final_335,V3.3.5,False
harmfulqa,6c6317bef8562074,D_final_335,V3.3.5,False
harmfulqa,797ac7fe652285c5,D_final_335,V3.3.5,False
harmfulqa,7a005c98705266f9,D_final_335,V3.3.5,False
harmfulqa,7bc66f57e4b6bdfc,D_final_335,V3.3.5,False
harmfulqa,7bff759c1d016b7c,D_final_335,V3.3.5,False
harmfulqa,7ef3efb82501ead9,D_final_335,V3.3.5,False
harmfulqa,7f4c296e841461a1,D_final_335,V3.3.5,False
harmfulqa,7f4c2fde558bc4f4,D_final_335,V3.3.5,False
harmfulqa,836d8383f8cba271,D_final_335,V3.3.5,False
harmfulqa,84c72781814ba8fe,D_final_335,V3.3.5,False
harmfulqa,8e69e888df05c108,D_final_335,V3.3.5,False
harmfulqa,915b5a3f5f970dbb,D_final_335,V3.3.5,False
harmfulqa,943b4b964d0755ae,D_final_335,V3.3.5,False
harmfulqa,962aca40c1d749a3,D_final_335,V3.3.5,False
harmfulqa,996d2447e7b415b5,D_final_335,V3.3.5,False
harmfulqa,99fb2ebbb0ccfa6d,D_final_335,V3.3.5,False
harmfulqa,9c900254ee19877d,D_final_335,V3.3.5,False
harmfulqa,9dff3192a8c7cce0,D_final_335,V3.3.5,False
harmfulqa,a07e1da25c6d0689,D_final_335,V3.3.5,False
harmfulqa,a0f5658edc829ac8,D_final_335,V3.3.5,False
harmfulqa,a13d6a335aca843c,D_final_335,V3.3.5,False
harmfulqa,a6feaabb4d17fc7d,D_final_335,V3.3.5,False
harmfulqa,a86efde52706f265,D_final_335,V3.3.5,False
harmfulqa,a96834df619c9ff8,D_final_335,V3.3.5,False
harmfulqa,acee672d4274ebbd,D_final_335,V3.3.5,False
harmfulqa,b15f702ff8038476,D_final_335,V3.3.5,False
harmfulqa,b5ada87a4c3ed77d,D_final_335,V3.3.5,False
harmfulqa,b65fd73995c1cbd7,D_final_335,V3.3.5,False
harmfulqa,b8120daada868742,D_final_335,V3.3.5,False
harmfulqa,b87e25af84ab52f5,D_final_335,V3.3.5,False
harmfulqa,b8bfc13887abd1bd,D_final_335,V3.3.5,False
harmfulqa,bedf3adc3da06f77,D_final_335,V3.3.5,False
harmfulqa,bf44bdf1ad3c8ad4,D_final_335,V3.3.5,False
harmfulqa,c373b4a53ab0be61,D_final_335,V3.3.5,False
harmfulqa,c654c2d39a112c8b,D_final_335,V3.3.5,False
harmfulqa,c925f756ea92134c,D_final_335,V3.3.5,False
harmfulqa,caec11d5cb05e6c3,D_final_335,V3.3.5,False
harmfulqa,ce5afa6cd90c7b5a,D_final_335,V3.3.5,False
harmfulqa,cf336b57bff2c43d,D_final_335,V3.3.5,False
harmfulqa,d55eca7acef1f6b1,D_final_335,V3.3.5,False
harmfulqa,d8431d35cad0b82b,D_final_335,V3.3.5,False
harmfulqa,df222208745654bb,D_final_335,V3.3.5,False
harmfulqa,e39f636263bd5eaf,D_final_335,V3.3.5,False
harmfulqa,e543b3d51bf02401,D_final_335,V3.3.5,False
harmfulqa,f09c5dc418e0b8ae,D_final_335,V3.3.5,False
harmfulqa,f2962406a7d0f190,D_final_335,V3.3.5,False
harmfulqa,f3a0c88f09db09c8,D_final_335,V3.3.5,False
harmfulqa,f72cdcc1525096ed,D_final_335,V3.3.5,False
harmfulqa,fa709b8a715c2faf,D_final_335,V3.3.5,False
harmfulqa,fc9f2c18aa8c1768,D_final_335,V3.3.5,False
harmfulqa,fda085374b07ab42,D_final_335,V3.3.5,False
harmfulqa,fe37aaa557433f27,D_final_335,V3.3.5,False
harmfulqa,fe7327d6ffb7e312,D_final_335,V3.3.5,False
