family,seed,budget,delta,eps,log_eps,attack,x0,eta,safe,x_max,safe_frac,action_rms,action_max
L0_none,0,0.15,-0.155,2.147830474130534,0.332,square,0.35,0.0,0,0.5391706010306905,0.9925,0.0,0.0
L0_none,0,0.15,-0.155,2.147830474130534,0.332,chirp,0.15,0.0,0,1.0156566022958051,0.09875,0.0,0.0
L0_none,0,0.15,-0.155,2.147830474130534,0.332,chirp,0.35,0.0,0,0.9636759626109005,0.02375,0.0,0.0
L0_none,0,0.15,-0.155,2.147830474130534,0.332,ou_noise,0.15,0.0,0,1.0926866811283997,0.3425,0.0,0.0
L0_none,0,0.15,-0.155,2.147830474130534,0.332,ou_noise,0.35,0.0,1,0.35056003038610517,1.0,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,sinusoid,0.15,0.0,0,1.2583207096291131,0.51,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,sinusoid,0.35,0.0,0,0.8903336271609003,0.535,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,square,0.15,0.0,0,1.2589615562956589,0.46625,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,square,0.35,0.0,0,1.2589537520813288,0.525,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,chirp,0.15,0.0,0,1.1889318425465873,0.6375000000000001,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,chirp,0.35,0.0,0,1.2518917870340611,0.46625,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,ou_noise,0.15,0.0,0,1.225312075743433,0.058750000000000004,0.0,0.0
L0_none,0,0.15,-0.155,4.130475019901613,0.616,ou_noise,0.35,0.0,0,1.2235915224874367,0.02875,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,sinusoid,0.15,0.0,0,1.4144550975426904,0.545,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,sinusoid,0.35,0.0,0,1.4162365805095483,0.49875,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,square,0.15,0.0,0,1.4183218552990875,0.6875,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,square,0.35,0.0,0,1.4183218552990875,0.5962500000000001,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,chirp,0.15,0.0,0,1.4177138247875862,0.45,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,chirp,0.35,0.0,0,1.4155607614173666,0.47625,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,ou_noise,0.15,0.0,0,1.3725860005591386,0.54625,0.0,0.0
L0_none,0,0.15,-0.155,7.943282347242816,0.9,ou_noise,0.35,0.0,0,1.2742148333007164,0.58625,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,sinusoid,0.15,0.0,1,0.18018151372106567,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,sinusoid,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,square,0.15,0.0,0,0.8381718471453842,0.6225,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,square,0.35,0.0,1,0.4220173475712282,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,chirp,0.15,0.0,1,0.2141620510883431,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,chirp,0.35,0.0,1,0.35950977779465637,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,ou_noise,0.15,0.0,1,0.17234217451483252,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.3019951720402016,-0.52,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.0,0,0.9680871503867129,0.39,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.0,0,0.9349158407804448,0.6275000000000001,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,square,0.15,0.0,0,0.8702235497496347,0.5387500000000001,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,square,0.35,0.0,1,0.4180610704538821,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,chirp,0.15,0.0,1,0.21979299414360856,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,chirp,0.35,0.0,1,0.4305224888950223,1.0,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.0,0,0.9435050545908713,0.53625,0.0,0.0
L0_none,0,0.15,-0.094,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.0,1,0.4101357068386747,1.0,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,sinusoid,0.35,0.0,0,1.0093200918332894,0.57625,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,square,0.15,0.0,0,0.6069180946220946,0.83625,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,square,0.35,0.0,0,1.0423250922490113,0.54875,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,chirp,0.15,0.0,0,0.9936466810451352,0.24375,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,chirp,0.35,0.0,0,0.9039047349540019,0.04875,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,ou_noise,0.15,0.0,0,0.6413954204185004,0.9175,0.0,0.0
L0_none,0,0.15,-0.094,1.1168632477805611,0.04800000000000001,ou_noise,0.35,0.0,0,0.9138780449978385,0.70875,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,sinusoid,0.15,0.0,0,0.9785377496518136,0.53625,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,sinusoid,0.35,0.0,0,1.0895512791736426,0.58,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,square,0.15,0.0,0,1.1294161430300824,0.52875,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,square,0.35,0.0,0,0.5391706010306905,0.9925,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,chirp,0.15,0.0,0,1.0156566022958051,0.09875,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,chirp,0.35,0.0,0,0.9636759626109005,0.02375,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,ou_noise,0.15,0.0,0,1.0926866811283997,0.3425,0.0,0.0
L0_none,0,0.15,-0.094,2.147830474130534,0.332,ou_noise,0.35,0.0,1,0.35056003038610517,1.0,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,sinusoid,0.15,0.0,0,1.2583207096291131,0.51,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,sinusoid,0.35,0.0,0,0.8903336271609003,0.535,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,square,0.15,0.0,0,1.2589615562956589,0.46625,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,square,0.35,0.0,0,1.2589537520813288,0.525,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,chirp,0.15,0.0,0,1.1889318425465873,0.6375000000000001,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,chirp,0.35,0.0,0,1.2518917870340611,0.46625,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,ou_noise,0.15,0.0,0,1.225312075743433,0.058750000000000004,0.0,0.0
L0_none,0,0.15,-0.094,4.130475019901613,0.616,ou_noise,0.35,0.0,0,1.2235915224874367,0.02875,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,sinusoid,0.15,0.0,0,1.4144550975426904,0.545,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,sinusoid,0.35,0.0,0,1.4162365805095483,0.49875,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,square,0.15,0.0,0,1.4183218552990875,0.6875,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,square,0.35,0.0,0,1.4183218552990875,0.5962500000000001,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,chirp,0.15,0.0,0,1.4177138247875862,0.45,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,chirp,0.35,0.0,0,1.4155607614173666,0.47625,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,ou_noise,0.15,0.0,0,1.3725860005591386,0.54625,0.0,0.0
L0_none,0,0.15,-0.094,7.943282347242816,0.9,ou_noise,0.35,0.0,0,1.2742148333007164,0.58625,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,sinusoid,0.15,0.0,1,0.18018151372106567,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,sinusoid,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,square,0.15,0.0,0,0.8381718471453842,0.6225,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,square,0.35,0.0,1,0.4220173475712282,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,chirp,0.15,0.0,1,0.2141620510883431,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,chirp,0.35,0.0,1,0.35950977779465637,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,ou_noise,0.15,0.0,1,0.17234217451483252,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.3019951720402016,-0.52,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.0,0,0.9680871503867129,0.39,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.0,0,0.9349158407804448,0.6275000000000001,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,square,0.15,0.0,0,0.8702235497496347,0.5387500000000001,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,square,0.35,0.0,1,0.4180610704538821,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,chirp,0.15,0.0,1,0.21979299414360856,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,chirp,0.35,0.0,1,0.4305224888950223,1.0,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.0,0,0.9435050545908713,0.53625,0.0,0.0
L0_none,0,0.15,-0.051,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.0,1,0.4101357068386747,1.0,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,sinusoid,0.35,0.0,0,1.0093200918332894,0.57625,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,square,0.15,0.0,0,0.6069180946220946,0.83625,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,square,0.35,0.0,0,1.0423250922490113,0.54875,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,chirp,0.15,0.0,0,0.9936466810451352,0.24375,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,chirp,0.35,0.0,0,0.9039047349540019,0.04875,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,ou_noise,0.15,0.0,0,0.6413954204185004,0.9175,0.0,0.0
L0_none,0,0.15,-0.051,1.1168632477805611,0.04800000000000001,ou_noise,0.35,0.0,0,0.9138780449978385,0.70875,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,sinusoid,0.15,0.0,0,0.9785377496518136,0.53625,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,sinusoid,0.35,0.0,0,1.0895512791736426,0.58,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,square,0.15,0.0,0,1.1294161430300824,0.52875,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,square,0.35,0.0,0,0.5391706010306905,0.9925,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,chirp,0.15,0.0,0,1.0156566022958051,0.09875,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,chirp,0.35,0.0,0,0.9636759626109005,0.02375,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,ou_noise,0.15,0.0,0,1.0926866811283997,0.3425,0.0,0.0
L0_none,0,0.15,-0.051,2.147830474130534,0.332,ou_noise,0.35,0.0,1,0.35056003038610517,1.0,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,sinusoid,0.15,0.0,0,1.2583207096291131,0.51,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,sinusoid,0.35,0.0,0,0.8903336271609003,0.535,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,square,0.15,0.0,0,1.2589615562956589,0.46625,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,square,0.35,0.0,0,1.2589537520813288,0.525,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,chirp,0.15,0.0,0,1.1889318425465873,0.6375000000000001,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,chirp,0.35,0.0,0,1.2518917870340611,0.46625,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,ou_noise,0.15,0.0,0,1.225312075743433,0.058750000000000004,0.0,0.0
L0_none,0,0.15,-0.051,4.130475019901613,0.616,ou_noise,0.35,0.0,0,1.2235915224874367,0.02875,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,sinusoid,0.15,0.0,0,1.4144550975426904,0.545,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,sinusoid,0.35,0.0,0,1.4162365805095483,0.49875,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,square,0.15,0.0,0,1.4183218552990875,0.6875,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,square,0.35,0.0,0,1.4183218552990875,0.5962500000000001,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,chirp,0.15,0.0,0,1.4177138247875862,0.45,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,chirp,0.35,0.0,0,1.4155607614173666,0.47625,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,ou_noise,0.15,0.0,0,1.3725860005591386,0.54625,0.0,0.0
L0_none,0,0.15,-0.051,7.943282347242816,0.9,ou_noise,0.35,0.0,0,1.2742148333007164,0.58625,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,sinusoid,0.15,0.0,1,0.18018151372106567,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,sinusoid,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,square,0.15,0.0,0,0.8381718471453842,0.6225,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,square,0.35,0.0,1,0.4220173475712282,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,chirp,0.15,0.0,1,0.2141620510883431,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,chirp,0.35,0.0,1,0.35950977779465637,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,ou_noise,0.15,0.0,1,0.17234217451483252,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.3019951720402016,-0.52,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.0,0,0.9680871503867129,0.39,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.0,0,0.9349158407804448,0.6275000000000001,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,square,0.15,0.0,0,0.8702235497496347,0.5387500000000001,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,square,0.35,0.0,1,0.4180610704538821,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,chirp,0.15,0.0,1,0.21979299414360856,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,chirp,0.35,0.0,1,0.4305224888950223,1.0,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.0,0,0.9435050545908713,0.53625,0.0,0.0
L0_none,0,0.15,-0.017,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.0,1,0.4101357068386747,1.0,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,sinusoid,0.35,0.0,0,1.0093200918332894,0.57625,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,square,0.15,0.0,0,0.6069180946220946,0.83625,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,square,0.35,0.0,0,1.0423250922490113,0.54875,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,chirp,0.15,0.0,0,0.9936466810451352,0.24375,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,chirp,0.35,0.0,0,0.9039047349540019,0.04875,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,ou_noise,0.15,0.0,0,0.6413954204185004,0.9175,0.0,0.0
L0_none,0,0.15,-0.017,1.1168632477805611,0.04800000000000001,ou_noise,0.35,0.0,0,0.9138780449978385,0.70875,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,sinusoid,0.15,0.0,0,0.9785377496518136,0.53625,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,sinusoid,0.35,0.0,0,1.0895512791736426,0.58,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,square,0.15,0.0,0,1.1294161430300824,0.52875,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,square,0.35,0.0,0,0.5391706010306905,0.9925,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,chirp,0.15,0.0,0,1.0156566022958051,0.09875,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,chirp,0.35,0.0,0,0.9636759626109005,0.02375,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,ou_noise,0.15,0.0,0,1.0926866811283997,0.3425,0.0,0.0
L0_none,0,0.15,-0.017,2.147830474130534,0.332,ou_noise,0.35,0.0,1,0.35056003038610517,1.0,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,sinusoid,0.15,0.0,0,1.2583207096291131,0.51,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,sinusoid,0.35,0.0,0,0.8903336271609003,0.535,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,square,0.15,0.0,0,1.2589615562956589,0.46625,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,square,0.35,0.0,0,1.2589537520813288,0.525,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,chirp,0.15,0.0,0,1.1889318425465873,0.6375000000000001,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,chirp,0.35,0.0,0,1.2518917870340611,0.46625,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,ou_noise,0.15,0.0,0,1.225312075743433,0.058750000000000004,0.0,0.0
L0_none,0,0.15,-0.017,4.130475019901613,0.616,ou_noise,0.35,0.0,0,1.2235915224874367,0.02875,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,sinusoid,0.15,0.0,0,1.4144550975426904,0.545,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,sinusoid,0.35,0.0,0,1.4162365805095483,0.49875,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,square,0.15,0.0,0,1.4183218552990875,0.6875,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,square,0.35,0.0,0,1.4183218552990875,0.5962500000000001,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,chirp,0.15,0.0,0,1.4177138247875862,0.45,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,chirp,0.35,0.0,0,1.4155607614173666,0.47625,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,ou_noise,0.15,0.0,0,1.3725860005591386,0.54625,0.0,0.0
L0_none,0,0.15,-0.017,7.943282347242816,0.9,ou_noise,0.35,0.0,0,1.2742148333007164,0.58625,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,sinusoid,0.15,0.0,1,0.18018151372106567,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,sinusoid,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,square,0.15,0.0,0,0.8381718471453842,0.6225,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,square,0.35,0.0,1,0.4220173475712282,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,chirp,0.15,0.0,1,0.2141620510883431,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,chirp,0.35,0.0,1,0.35950977779465637,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,ou_noise,0.15,0.0,1,0.17234217451483252,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.3019951720402016,-0.52,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,sinusoid,0.15,0.0,0,0.9680871503867129,0.39,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,sinusoid,0.35,0.0,0,0.9349158407804448,0.6275000000000001,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,square,0.15,0.0,0,0.8702235497496347,0.5387500000000001,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,square,0.35,0.0,1,0.4180610704538821,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,chirp,0.15,0.0,1,0.21979299414360856,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,chirp,0.35,0.0,1,0.4305224888950223,1.0,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,ou_noise,0.15,0.0,0,0.9435050545908713,0.53625,0.0,0.0
L0_none,0,0.15,0.0,0.580764417521312,-0.23600000000000002,ou_noise,0.35,0.0,1,0.35,1.0,0.0,0.0
L0_none,0,0.15,0.0,1.1168632477805611,0.04800000000000001,sinusoid,0.15,0.0,1,0.4101357068386747,1.0,0.0,0.0
